회사이름,회사코드,주식가격,가격변동,시가총액,per,업종1,업종2,신용도1,신용도2,신용도3,매출2016,매출2017,매출2018,매출2019,매출2020,4년전대비,3년전대비,2년전대비,1년전대비,자산2016,자산2017,자산2018,자산2019,자산2020,부채2016,부채2017,부채2018,부채2019,부채2020,자본2016,자본2017,자본2018,자본2019,자본2020,유보율16,유보율17,유보율18,유보율19,유보율20,매출-4,매출-3,매출-2,매출-1,매출-0,4분기전대비,3분기전대비,2분기전대비,1분기전대비,자산-4,자산-3,자산-2,자산-1,자산-0,부채-4,부채-3,부채-2,부채-1,부채-0,유보-4,유보-3,유보-2,유보-1,유보-0
올리패스,244460,9160,170,2376.0,,KOSDAQ  코스닥 제조,FICS  개인생활용품,A,A,,0.0,1.0,5.0,17.0,29.0,,29.0,5.8,1.7058823529411764,360,577,345,547,683,173,993,692,359,251,187,-417,-347,188,432,210.55,,,142.77,359.23,2,2,2,2,2,1.0,1.0,1.0,1.0,392,683,627,577,529,389,251,188,190,159,,359.23,203.3,168.24,153.66
한프,66110,1130,0,868.0,,KOSDAQ  코스닥 IT H/W,FICS  컴퓨터 및 주변기기,B+ ,B+ ,,184.0,142.0,98.0,52.0,30.0,0.16304347826086957,0.2112676056338028,0.30612244897959184,0.5769230769230769,858,895,672,860,486,411,434,359,621,338,447,461,314,239,149,244.25,192.54,56.46,1.36,,5,11,7,32,28,5.6,2.5454545454545454,4.0,0.875,570,486,897,741,707,329,338,779,622,601,,,,,
펩트론,87010,10350,-100,2135.0,,KOSDAQ  코스닥 제조,FICS  바이오,A,A,,31.0,32.0,39.0,18.0,31.0,1.0,0.96875,0.7948717948717948,1.7222222222222223,579,530,718,610,1177,47,41,267,329,406,532,489,451,281,771,1339.91,1189.47,488.5,266.5,647.89, ,0, , , ,,,,, ,1177, , , , ,406, , , , ,647.89, , , 
협진,138360,4480,0,1551.0,,KOSDAQ  코스닥 제조,FICS  개인생활용품,A,A,,242.0,241.0,193.0,188.0,31.0,0.128099173553719,0.12863070539419086,0.16062176165803108,0.16489361702127658,462,507,667,505,470,81,167,242,72,30,382,340,426,433,440,1157.13,265.66,214.45,219.96,155.93,38,-57, ,1, ,,,,,533,470, ,736, ,61,30, ,315, ,174.5,155.93, ,145.23, 
대덕,8060,8160,-40,2765.0,2.73,KSE  코스피 금융업,FICS  창업투자 및 종금,BBB,BBB,,4909.0,5121.0,5921.0,0.0,34.0,0.006926054186188633,0.006639328256199961,0.005742273264651241,,5577,6071,11369,12019,16387,909,870,1530,1621,2925,4669,5201,9839,10397,13463,1994.47,2212.58,2426.59,2549.92,3360.02,14,9,3264,3232,3534,252.42857142857142,392.6666666666667,1.0827205882352942,1.0934405940594059,6088,16387,16481,16100,16476,112,2925,3070,2634,2718,3304.86,3360.02,3332.43,3355.77,3400.51
아이진,185490,18200,-700,3897.0,,KOSDAQ  코스닥 기타서비스,FICS  바이오,A,A,,3.0,3.0,20.0,42.0,34.0,11.333333333333334,11.333333333333334,1.7,0.8095238095238095,186,303,540,473,444,24,65,307,283,315,162,238,233,190,129,222.51,333.21,324.65,231.29,121.46,9,8,8,9,9,1.0,1.125,1.125,1.0,530,444,414,1370,1259,390,315,309,288,141,141.35,121.46,79.47,995.34,944.34
코오롱티슈진,950160,8010,0,4896.0,,KOSDAQ,FICS  도소매,A,A,C-,133.0,32.0,38.0,30.0,36.0,0.2706766917293233,1.125,0.9473684210526315,1.2,294,1925,1646,1241,727,206,324,273,319,247,88,1601,1373,922,480,9924.11,6266309.71,5122601.68,3317540.14,1843073.37, ,0, , , ,,,,, ,727, , , , ,247, , , , ,1843073.37, , , 
바이오다인,314930,31100,1300,1918.0,,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,,,,,47.0,38.0,41.0,37.0,,0.7872340425531915,0.9736842105263158,0.9024390243902439, ,56,129,233,252, ,38,125,167,182, ,18,4,66,70, ,377.22,11.8,1366.51,186.49, ,0, , , ,,,,, ,252, , , , ,182, , , , ,186.49, , , 
비츠로시스,54220,5670,0,1427.0,,KOSDAQ  코스닥 제조,FICS  IT 서비스,BB-,BB-,,721.0,753.0,313.0,74.0,37.0,0.05131761442441054,0.049136786188579015,0.1182108626198083,0.5,1232,1068,187,151,135,549,582,1182,1191,94,684,486,-995,-1040,41,219.9,122.28,,,,9,12,9,11,43,4.777777777777778,3.5833333333333335,4.777777777777778,3.909090909090909,152,172,135,179,177,146,118,94,115,109,,,,,
드래곤플라이,30350,3360,-150,993.0,,KOSDAQ  코스닥 IT S/W & SVC,FICS  게임 소프트웨어,B- ,B- ,,109.0,76.0,64.0,61.0,38.0,0.3486238532110092,0.5,0.59375,0.6229508196721312,673,503,199,149,210,356,288,18,25,139,317,215,181,124,71,344.2,189.79,126.18,54.59,,8,9,9,17,20,2.5,2.2222222222222223,2.2222222222222223,1.1764705882352942,133,210,319,387,562,33,139,256,296,289,25.09,,,,73.49
엠벤처투자,19590,1785,85,1362.0,,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,,,CCC,71.0,93.0,97.0,152.0,38.0,0.5352112676056338,0.40860215053763443,0.3917525773195876,0.25,558,360,355,504,487,278,143,75,120,170,280,217,280,384,317,,,,25.34,0.18,8,8,22,7,24,3.0,3.0,1.0909090909090908,3.4285714285714284,499,487,523,496,576,137,170,195,156,204,19.53,0.18,1.9,0.87,6.96
전진바이오팜,110020,5600,-400,355.0,,KOSDAQ  코스닥 제조,FICS  화학,BB ,BB ,BB ,48.0,31.0,14.0,39.0,39.0,0.8125,1.2580645161290323,2.7857142857142856,1.0,58,41,71,64,187,35,38,32,35,74,23,2,39,29,113,16.89,,65.24,20.87,273.45, ,0, , , ,,,,, ,187, , , , ,74, , , , ,273.45, , , 
에스제이케이,80440,42,-30,6.0,,KOSDAQ  코스닥 유통,FICS  자동차부품,A,A,,262.0,129.0,88.0,63.0,41.0,0.15648854961832062,0.3178294573643411,0.4659090909090909,0.6507936507936508,653,481,455,596,553,519,332,322,466,421,134,149,133,131,133,48.78,1.62,,242.03,99.42,-21,8,2,0,0,0.0,0.0,0.0,,553,555,544,544,547,421,444,433,433,434,99.42,66.31,67.3,67.16,69.08
골드앤에스,35290,1305,0,473.0,2.89,KOSDAQ  코스닥 제조,FICS  교육,B,B,,159.0,128.0,87.0,76.0,41.0,0.2578616352201258,0.3203125,0.47126436781609193,0.5394736842105263,179,172,413,161,206,44,38,287,212,62,135,133,126,-51,144,34.36,20.41,10.53,,,9,7,13,36,39,4.333333333333333,5.571428571428571,3.0,1.0833333333333333,191,206,258,237,255,223,62,104,90,104,,,,,
나노씨엠에스,247660,75800,8400,3251.0,,KOSDAQ  코스닥 제조,FICS  화학,BBB,BBB,BBB,63.0,48.0,45.0,40.0,42.0,0.6666666666666666,0.875,0.9333333333333333,1.05,162,167,148,159,176,96,104,110,137,113,65,64,38,22,63,441.83,439.3,228.96,96.44,318.06, ,0, , , ,,,,, ,176, , , , ,113, , , , ,318.06, , , 
안트로젠,65660,57000,-300,5370.0,,KOSDAQ  코스닥 유통,FICS  제약,BB-,BB-,,49.0,54.0,36.0,41.0,42.0,0.8571428571428571,0.7777777777777778,1.1666666666666667,1.024390243902439,354,581,1014,846,942,14,115,454,162,131,340,466,561,684,811,811.75,1071.95,1228.78,1427.25,1682.96, ,0, , , ,,,,, ,942, , , , ,131, , , , ,1682.96, , , 
신라섬유,1000,2275,90,552.0,158.76,KOSDAQ  코스닥 유통,FICS  무선통신,AAA,AAA,AAA,38.0,40.0,47.0,42.0,42.0,1.105263157894737,1.05,0.8936170212765957,1.0,325,321,319,322,324,188,180,176,177,176,137,141,142,145,148,463.27,480.37,486.79,495.43,510.18, ,0, , , ,,,,, ,324, , , , ,176, , , , ,510.18, , , 
글로본,19660,2835,20,933.0,,KOSDAQ  코스닥 유통,FICS  개인생활용품,,,B- ,145.0,71.0,298.0,103.0,42.0,0.2896551724137931,0.5915492957746479,0.14093959731543623,0.4077669902912621,327,287,476,332,360,24,47,195,125,184,304,240,280,208,177,116.78,71.06,100.06,42.81,17.05,16,0,8,11,17,1.0625,,2.125,1.5454545454545454, ,360,667,650,644, ,184,409,410,424, ,17.05,51.25,40.87,30.28
헬릭스미스,84990,25450,-500,8721.0,,KOSDAQ  코스닥 기타서비스,FICS  바이오,A,A,,68.0,32.0,31.0,45.0,43.0,0.6323529411764706,1.34375,1.3870967741935485,0.9555555555555556,1780,1794,2842,3714,4781,71,149,1462,1724,1978,1709,1645,1380,1991,2804,2042.45,1961.32,1577.96,1749.11,1533.12,10,11,4,4,7,0.7,0.6363636363636364,1.75,1.75,3316,4781,3911,3732,3077,1919,1978,1191,1218,606,933.83,1533.12,1501.49,1386.65,1362.05
제이엘케이,322510,7220,-10,1095.0,,KOSDAQ  코스닥 IT S/W & SVC,FICS  의료 장비 및 서비스,A,A,,6.0,1.0,4.0,2.0,45.0,7.5,45.0,11.25,22.5,145,53,94,387,466,115,139,33,24,159,31,-86,61,363,307,359,,454.11,2332.44,1931.83,1,40,2,2,2,2.0,0.05,1.0,1.0,483,466,446,433,423,176,159,160,168,178,1931.5,1931.83,1794.28,1648.68,1499.06
고바이오랩,348150,19650,-50,3197.0,,KOSDAQ  코스닥 기타서비스,FICS  바이오,A,A,,,,1.0,6.0,46.0,,,46.0,7.666666666666667, , ,93,353,585, , ,212,889,31, , ,-119,-536,554, , ,,,613.87,10,30,7,5,7,0.7,0.23333333333333334,1.0,1.4, ,585,579,553,520, ,31,24,27,32, ,613.87,605.18,550.64,503.76
알체라,347860,32900,300,4514.0,,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,A,A,,,,16.0,33.0,46.0,,,2.875,1.393939393939394, , ,27,124,305, , ,60,12,28, , ,-33,113,277, , ,,498.17,314.08,8,24,7,18,16,2.0,0.6666666666666666,2.2857142857142856,0.8888888888888888,109,305,286,288,545,15,28,34,38,312,64.74,314.08,277.03,270.2,240.12
로보로보,215100,5650,300,1150.0,,KOSDAQ  코스닥 IT S/W & SVC,FICS  교육,A,A,C-,124.0,144.0,173.0,132.0,48.0,0.3870967741935484,0.3333333333333333,0.2774566473988439,0.36363636363636365,160,245,267,272,249,16,27,15,26,14,145,217,252,246,234,960.84,1221.95,1315.68,1338.29,1216.55,17,19,22,18,18,1.0588235294117647,0.9473684210526315,0.8181818181818182,1.0,259,249,246,240,325,13,14,12,12,12,1284.82,1216.55,1215.08,1180.19,1437.12
대한그린파워,60900,1025,10,1771.0,,KOSDAQ  코스닥 제조,FICS  에너지 시설 및 서비스,A,A,CC,332.0,321.0,296.0,157.0,50.0,0.15060240963855423,0.1557632398753894,0.16891891891891891,0.3184713375796178,243,297,381,472,759,127,157,224,238,400,116,140,158,233,358,55.08,71.29,55.05,88.01,110.54,11,25,17,27,21,1.9090909090909092,0.84,1.2352941176470589,0.7777777777777778,610,759,746,930,1041,249,400,393,531,538,147.45,110.54,106.11,119.22,161.65
메이슨캐피탈,21880,542,-8,819.0,26.36,KOSDAQ  코스닥 금융,FICS  소비자 금융,B+ ,B+ ,,35.0,87.0,32.0,-24.0,51.0,1.457142857142857,0.5862068965517241,1.59375,-2.125,1020,1444,647,490,437,639,972,273,180,109,381,472,374,310,329,,,,,,27,10,12,5,5,0.18518518518518517,0.5,0.4166666666666667,1.0,405,427,437,690,672,80,107,109,112,109,,,,,
휴맥스홀딩스,28080,4285,185,539.0,,KOSDAQ  코스닥 금융,FICS  셋톱 박스,,,BB+,56.0,41.0,31.0,93.0,51.0,0.9107142857142857,1.2439024390243902,1.6451612903225807,0.5483870967741935,2215,1926,1642,1696,1535,288,280,145,165,239,1927,1647,1497,1531,1297,3206.31,2761.17,2517.78,2572.63,2199.3,10,32,24,54,17,1.7,0.53125,0.7083333333333334,0.3148148148148148,1507,1535,1469,1473,1430,236,239,242,206,218,2158.11,2199.3,2088.18,2152.42,2064.05
한창바이오텍,43090,1575,-10,586.0,,KOSDAQ  코스닥 유통,FICS  제약,B,B,B- ,157.0,196.0,112.0,74.0,52.0,0.33121019108280253,0.2653061224489796,0.4642857142857143,0.7027027027027027,196,290,248,284,255,98,118,67,64,20,98,173,182,220,236,103.42,37.91,34.57,44.53,44.6,11,9,7,7,11,1.0,1.2222222222222223,1.5714285714285714,1.5714285714285714,271,255,244,227,316,20,20,16,14,15,53.66,44.6,39.59,30.46,62.11
코너스톤네트웍스,33110,6,-5,8.0,,KOSDAQ  코스닥 유통,FICS  통신장비,,,B- ,311.0,40.0,89.0,23.0,53.0,0.17041800643086816,1.325,0.5955056179775281,2.3043478260869565,1055,416,541,797,394,672,211,265,431,382,383,205,277,366,12,13.13,,,,,36,29,-37,4,0,0.0,0.0,0.0,0.0,451,427,394,393,392,425,420,382,388,392,,,,,
천랩,311690,45300,1050,2661.0,,KOSDAQ  코스닥 기타서비스,FICS  의료 장비 및 서비스,,,,30.0,37.0,39.0,48.0,53.0,1.7666666666666666,1.4324324324324325,1.358974358974359,1.1041666666666667,170,150,128,337,734,17,18,21,29,389,153,132,108,309,345,856.36,719.98,569.6,1520.11,1671.89,13,19,12,14,11,0.8461538461538461,0.5789473684210527,0.9166666666666666,0.7857142857142857,736,734,707,663,652,484,389,395,416,430,1192.9,1671.89,1498.66,1162.66,1038.25
셀레믹스,331920,15100,400,1233.0,,KOSDAQ  코스닥 제조,FICS  바이오,A,A,,16.0,,25.0,51.0,53.0,3.3125,,2.12,1.0392156862745099,42, ,88,72,306,135, ,390,20,12,-93, ,-302,52,294,, ,,60,624.37, ,0, , , ,,,,, ,306, , , , ,12, , , , ,624.37, , , 
레인보우로보틱스,277810,24500,-350,3953.0,,KOSDAQ  코스닥 제조,FICS  기계,A,A,B-,32.0,42.0,11.0,17.0,54.0,1.6875,1.2857142857142858,4.909090909090909,3.176470588235294,45,151,124,92,114,8,8,8,12,48,36,143,117,80,66,3197.33,11014.6,81.42,24.56,2.48,16,16,13,15,21,1.3125,1.3125,1.6153846153846154,1.4,123,114,355,381,387,50,48,22,24,30,12.43,2.48,320.36,342.43,342.4
이노와이즈,86250,101,-34,31.0,,KOSDAQ  코스닥 제조,FICS  자동차부품,B- ,B- ,,292.0,335.0,,,56.0,0.1917808219178082,0.16716417910447762,,,842,783, , ,482,490,463, , ,270,352,320, , ,212,518.91,460.66, , ,41.17,22,3,2,0,0,0.0,0.0,0.0,,490,507,482,504,546,322,272,270,307,284,10.31,54.09,41.17,31.39,73.92
액션스퀘어,205500,6410,110,2662.0,,KOSDAQ  코스닥 IT S/W & SVC,FICS  게임 소프트웨어,A,A,,40.0,94.0,75.0,58.0,58.0,1.45,0.6170212765957447,0.7733333333333333,1.0,285,250,211,303,238,48,115,90,101,54,237,135,121,202,184,90.07,8.2,,,,17,11,16,12,9,0.5294117647058824,0.8181818181818182,0.5625,0.75,235,238,263,253,236,41,54,84,74,76,,,,,
미래아이앤지,7120,446,-1,578.0,2.94,KSE  코스피 서비스업,FICS  IT 서비스,C,C,,98.0,77.0,64.0,75.0,58.0,0.5918367346938775,0.7532467532467533,0.90625,0.7733333333333333,521,688,576,723,923,29,31,24,27,29,492,657,551,696,895,59.33,29.65,9.25,448.6,602.6,13,18,19,23,16,1.2307692307692308,0.8888888888888888,0.8421052631578947,0.6956521739130435,910,923,948,951,1225,23,29,38,36,314,597.05,602.6,614.28,617.93,615.33
플리토,300080,38600,-950,2011.0,,KOSDAQ  코스닥 IT S/W & SVC,FICS  IT 서비스,A,A,,15.0,22.0,35.0,25.0,59.0,3.933333333333333,2.6818181818181817,1.6857142857142857,2.36,80,62,40,264,248,14,173,185,23,51,66,-111,-145,241,197,6828.72,,,845.19,670.41,10,27,32,14,26,2.6,0.9629629629629629,0.8125,1.8571428571428572,262,248,219,193,186,51,51,23,24,29,723.5,670.41,668.25,562.66,514.74
이스타코,15020,2870,20,1230.0,,KSE  코스피 서비스업,FICS  부동산,,,BB-,137.0,539.0,266.0,238.0,59.0,0.4306569343065693,0.10946196660482375,0.22180451127819548,0.24789915966386555,1173,881,803,789,707,751,488,459,300,219,422,393,344,489,488,108.09,100.67,80.06,135.84,135.58, ,0, , , ,,,,, ,707, , , , ,219, , , , ,135.58, , , 
인트로메딕,150840,7640,0,2921.0,,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,A,A,,84.0,90.0,99.0,88.0,60.0,0.7142857142857143,0.6666666666666666,0.6060606060606061,0.6818181818181818,242,213,317,333,312,105,104,164,175,87,137,109,152,159,225,275.44,202.13,60.55,28.14,43.55,15,25,18,19,20,1.3333333333333333,0.8,1.1111111111111112,1.0526315789473684,345,312,324,473,460,202,87,91,186,151,6.7,43.55,46.37,59.28,62.33
팬젠,222110,9260,230,988.0,,KOSDAQ  코스닥 제조,FICS  바이오,B- ,B- ,,15.0,24.0,57.0,29.0,62.0,4.133333333333334,2.5833333333333335,1.087719298245614,2.1379310344827585,374,356,456,391,363,21,43,187,207,221,353,313,269,184,142,680.38,551.21,458.83,282.22,194.78, ,0, , , ,,,,, ,363, , , , ,221, , , , ,194.78, , , 
캐리소프트,317530,11700,400,813.0,,KOSDAQ  코스닥 오락 문화,FICS  미디어,A,A,C-,51.0,64.0,100.0,97.0,62.0,1.2156862745098038,0.96875,0.62,0.6391752577319587,71,116,122,211,186,5,54,98,34,49,66,62,24,178,136,173.8,156.03,72.66,456.94,329.82,18,18,16,17,13,0.7222222222222222,0.7222222222222222,0.8125,0.7647058823529411,215,186,180,184,177,56,49,46,50,50,408.08,329.82,318.33,309.83,289.43
브릿지바이오테라퓨틱스,288330,14700,-50,2897.0,,KOSDAQ  코스닥 제조,FICS  제약,A,A,C-,0.0,0.0,0.0,583.0,63.0,,,,0.10806174957118353,131,190,116,797,635,143,298,576,47,43,-12,-108,-459,750,592,,,,2310.2,517.56,13,21,0,13,2,0.15384615384615385,0.09523809523809523,,0.15384615384615385,699,635,642,577,522,59,43,54,34,28,567.99,517.56,501.8,454.77,403.34
나이벡,138610,26350,-450,2609.0,,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,A,A,,48.0,63.0,52.0,93.0,64.0,1.3333333333333333,1.0158730158730158,1.2307692307692308,0.6881720430107527,230,258,223,357,531,131,134,117,83,212,98,124,106,274,318,262.24,311.34,232.16,453.45,543.02, ,0, , , ,,,,, ,531, , , , ,212, , , , ,543.02, , , 
휴먼엔,32860,3800,-30,682.0,,KOSDAQ  코스닥 기타서비스,FICS  금속 및 광물,,,,669.0,1149.0,1050.0,707.0,64.0,0.09566517189835576,0.0557006092254134,0.06095238095238095,0.09052333804809053,392,358,436,412,409,158,85,263,203,376,234,273,173,209,33,,,,,,8,-15, , , ,,,,,497,409, , , ,305,376, , , ,413.02,, , , 
폴루스바이오팜,7630,1225,0,551.0,,KSE  코스피 유통업,FICS  개인생활용품,,,B- ,299.0,296.0,102.0,95.0,65.0,0.21739130434782608,0.2195945945945946,0.6372549019607843,0.6842105263157895,596,548,1643,1509,1482,481,335,1256,916,846,115,213,387,593,636,35.8,76.29,136.23,202.32,183.06,15,-2,0,0,0,0.0,0.0,,,1495,1482,1480,1478,1478,926,846,846,847,847,189.73,183.06,181.99,180.39,180.39
석경에이티,357550,18100,-150,987.0,79.07,KOSDAQ  코스닥 제조,FICS  화학,C,C,,54.0,60.0,55.0,64.0,67.0,1.2407407407407407,1.1166666666666667,1.2181818181818183,1.046875,151,153,185,195,271,90,89,95,94,63,62,64,89,101,208,178.57,187.82,303.91,354.26,661.4,14,21,20,20,25,1.7857142857142858,1.1904761904761905,1.25,1.25,194,271,272,276,278,85,63,58,58,50,393.13,661.4,681.09,702.74,735.84
티앤알바이오팹,246710,47150,150,4875.0,,KOSDAQ  코스닥 제조,FICS  바이오,B+ ,B+ ,B,3.0,4.0,10.0,13.0,68.0,22.666666666666668,17.0,6.8,5.230769230769231,96,95,311,271,485,7,4,8,23,25,89,91,303,248,461,192.52,180.16,643.48,493.15,783.64, ,0, , , ,,,,, ,485, , , , ,25, , , , ,783.64, , , 
아래스,50320,990,0,452.0,159.94,KOSDAQ  코스닥 IT S/W & SVC,FICS  반도체 및 관련장비,BB ,BB ,BB ,124.0,120.0,66.0,1.0,69.0,0.5564516129032258,0.575,1.0454545454545454,69.0,70,69,96,49,139,37,48,35,6,80,33,21,61,42,59,,65.81,174.88,94.71,33.58, ,0, , , ,,,,, ,139, , , , ,80, , , , ,33.58, , , 
썸에이지,208640,2220,50,3034.0,,KOSDAQ  코스닥 제조,FICS  게임 소프트웨어,,,BB ,61.0,36.0,36.0,36.0,70.0,1.1475409836065573,1.9444444444444444,1.9444444444444444,1.9444444444444444,377,281,411,435,388,32,10,320,79,52,345,271,91,355,337,406.24,301.25,20.88,105.13,75.68,5,53,75,161,81,16.2,1.528301886792453,1.08,0.5031055900621118,357,388,491,518,517,33,52,31,38,33,65.64,75.68,238.81,251.61,254.19
캔서롭,180400,7740,0,2221.0,,KOSDAQ  코스닥 기타서비스,FICS  의료 장비 및 서비스,A,A,B,51.0,47.0,53.0,58.0,77.0,1.5098039215686274,1.6382978723404256,1.4528301886792452,1.3275862068965518,297,570,612,300,306,6,272,368,65,60,291,298,244,236,247,2394.14,882.81,152.04,120.89,122.88,14,27,19,27,15,1.0714285714285714,0.5555555555555556,0.7894736842105263,0.5555555555555556,304,306,354,356,322,44,60,71,66,67,127,122.88,155.78,163.14,134.12
바이오솔루션,86820,20900,-200,1695.0,,KOSDAQ  코스닥 제조,FICS  바이오,A,A,,32.0,50.0,105.0,89.0,77.0,2.40625,1.54,0.7333333333333333,0.8651685393258427,88,74,529,518,498,27,30,38,37,31,61,44,491,481,467,99.9,44.22,1150.48,1097.09,1053.42,23,21,25, , ,,,,,497,498,502, , ,23,31,36, , ,1071.91,1053.42,1052.32, , 
얼라인드,238120,8380,130,602.0,128.67,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,A-,A-,B,47.0,56.0,57.0,78.0,80.0,1.702127659574468,1.4285714285714286,1.4035087719298245,1.0256410256410255,259,243,230,246,255,17,17,21,37,40,242,226,209,210,215,1257.92,1159.64,1062.15,1066.52,497.09,22,25,22,31,25,1.1363636363636365,1.0,1.1363636363636365,0.8064516129032258,246,255,293,295,324,38,40,63,55,77,476.47,497.09,539.57,566.07,588.26
일야,58450,685,0,217.0,,KOSDAQ  코스닥 IT H/W,FICS  금속 및 광물,,,BBB,739.0,428.0,288.0,24.0,81.0,0.10960757780784844,0.18925233644859812,0.28125,3.375,406,330,349,438,446,149,121,210,332,288,257,209,139,106,159,427.65,328.76,75.36,34.45,0.4,31,-197,18,72,50,1.6129032258064515,-0.25380710659898476,2.7777777777777777,0.6944444444444444,404,446,389,392,354,236,288,239,224,192,6.45,0.4,,6.24,2.5
에이비엘바이오,298380,21300,400,10037.0,,KOSDAQ  코스닥 제조,FICS  바이오,A,A,,0.0,1.0,13.0,40.0,81.0,,81.0,6.230769230769231,2.025,75,204,1689,1429,999,196,1063,119,109,92,-121,-860,1570,1320,907,,,604.07,482.77,292.1, ,0, , , ,,,,, ,999, , , , ,92, , , , ,292.1, , , 
폴라리스웍스,123010,1560,10,897.0,,KOSDAQ  코스닥 IT H/W,FICS  반도체 및 관련장비,A,A,C-,288.0,142.0,92.0,54.0,81.0,0.28125,0.5704225352112676,0.8804347826086957,1.5,281,218,176,288,418,159,114,116,211,166,122,104,60,77,252,421.76,330.45,166.11,142.37,411.41, ,0, , , ,,,,, ,418, , , , ,166, , , , ,411.41, , , 
엔바이오니아,317870,11250,0,864.0,,KOSDAQ  코스닥 제조,FICS  내구소비재,A,A,C-,55.0,79.0,85.0,97.0,82.0,1.490909090909091,1.0379746835443038,0.9647058823529412,0.845360824742268,148,159,180,301,292,114,120,124,86,92,33,39,57,216,200,36.79,50.17,109.19,479.34,428.73,16,22,23,22,23,1.4375,1.0454545454545454,1.0,1.0454545454545454, ,292,306,405,395, ,92,102,203,195, ,428.73,424,421.12,409.2
마이더스AI,222810,378,6,548.0,,KOSDAQ  코스닥 IT S/W & SVC,FICS  제약,A,A,C,148.0,149.0,133.0,130.0,82.0,0.5540540540540541,0.5503355704697986,0.6165413533834586,0.6307692307692307,255,188,494,556,454,113,89,290,526,70,142,99,204,30,384,951.56,650.66,1036.99,55.7,235.12,16,31,170,215,203,12.6875,6.548387096774194,1.1941176470588235,0.9441860465116279,225,454,582,679,639,148,70,223,283,256,42.61,235.12,210.05,187.8,178.8
아리온,58220,275,0,107.0,,KOSDAQ  코스닥 IT H/W,FICS  미디어,BB+,BB+,BB+,460.0,517.0,459.0,330.0,82.0,0.1782608695652174,0.15860735009671179,0.1786492374727669,0.24848484848484848,771,686,772,870,261,410,457,518,676,346,361,229,254,194,-85,156.8,44.9,39.54,4.71,,20,29,17,19,21,1.05,0.7241379310344828,1.2352941176470589,1.105263157894737,418,261,269,288,298,287,346,369,384,405,,,,,
