회사이름,회사코드,주식가격,가격변동,시가총액,per,업종1,업종2,신용도1,신용도2,신용도3,매출2016,매출2017,매출2018,매출2019,매출2020,4년전대비,3년전대비,2년전대비,1년전대비,자산2016,자산2017,자산2018,자산2019,자산2020,부채2016,부채2017,부채2018,부채2019,부채2020,자본2016,자본2017,자본2018,자본2019,자본2020,유보율16,유보율17,유보율18,유보율19,유보율20,매출-4,매출-3,매출-2,매출-1,매출-0,4분기전대비,3분기전대비,2분기전대비,1분기전대비,자산-4,자산-3,자산-2,자산-1,자산-0,부채-4,부채-3,부채-2,부채-1,부채-0,유보-4,유보-3,유보-2,유보-1,유보-0
메지온,140410,178500,3600,15887.0,,KOSDAQ  코스닥 기타서비스,FICS  식료품,A,A,,88.0,56.0,191.0,179.0,286.0,3.25,5.107142857142857,1.4973821989528795,1.5977653631284916,959,740,751,589,756,431,209,177,160,188,528,532,573,428,568,1606.93,1383.47,1255.28,883.93,1177.67,68,107,59,64,71,1.0441176470588236,0.6635514018691588,1.2033898305084745,1.109375,463,756,694,718,681,176,188,203,211,207,558.74,1177.67,1005.8,1039.8,964.12
에스엘바이오닉스,214310,7360,510,337.0,,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,A,A,,593.0,480.0,317.0,242.0,286.0,0.4822934232715008,0.5958333333333333,0.9022082018927445,1.1818181818181819,708,564,645,419,648,399,399,332,157,178,309,165,313,262,470,609.94,305.86,409.89,236.73,135.84,86,66,62,74,54,0.627906976744186,0.8181818181818182,0.8709677419354839,0.7297297297297297,626,648,740,734,717,133,178,312,260,265,250.99,135.84,114.75,129.68,115.06
디아이티,110990,8750,50,1654.0,111.79,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,A,A,,710.0,860.0,769.0,1188.0,286.0,0.4028169014084507,0.3325581395348837,0.3719115734720416,0.24074074074074073,1523,2133,3021,2897,3379,409,908,1392,1173,1684,1114,1225,1629,1724,1695,7258.62,7990.85,8635.82,9226.76,9128,30,180,321,111,121,4.033333333333333,0.6722222222222223,0.37694704049844235,1.09009009009009,3299,3379,3240,3216,3189,1640,1684,1519,1534,1530,8938.23,9128,9261,9055.38,8931.48
프로이천,321260,3205,15,863.0,45.1,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,A,A,,140.0,200.0,235.0,304.0,288.0,2.057142857142857,1.44,1.225531914893617,0.9473684210526315,118,121,137,216,214,45,66,68,103,58,73,55,70,113,157,1619.74,1191.97,1536.89,2565.91,3519.2, ,0, , , ,,,,, ,214, , , , ,58, , , , ,3519.2, , , 
이엘피,63760,7640,-90,712.0,28.64,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,,,,309.0,456.0,508.0,373.0,289.0,0.9352750809061489,0.6337719298245614,0.5688976377952756,0.774798927613941,369,602,770,762,770,110,65,106,64,83,260,536,665,699,686,1193.42,2268.74,2792.42,2927.43,2999.54,98,100,37,55,86,0.8775510204081632,0.86,2.324324324324324,1.5636363636363637,780,770,771,826,841,86,83,91,155,157,3034.1,2999.54,1519.85,1499.73,1526.53
서울옥션,63170,31550,300,5337.0,,KOSDAQ  코스닥 유통,FICS  도소매,B,B,,509.0,542.0,620.0,451.0,289.0,0.5677799607072691,0.533210332103321,0.4661290322580645,0.6407982261640798,1316,1543,2053,1728,1480,590,821,1272,1042,828,726,723,781,686,652,790.72,798.44,863.11,776.73,737.52,67,77,174,249,237,3.537313432835821,3.0779220779220777,1.3620689655172413,0.9518072289156626,1626,1480,1558,1733,1616,946,828,876,986,819,769.88,737.52,773.59,849.19,909.35
제이알글로벌리츠,348950,5420,30,,28.43,KSE  코스피 서비스업,FICS  부동산,A1 ,A1 ,A1 ,0.0,424.0,543.0,,289.0,,0.6816037735849056,0.5322283609576427,,3376,18149,18206, ,18362,1,9920,10058, ,10261,3375,8229,8149, ,8101,392.05,396.93,392.06, ,389.18, ,0,0,424,543,,,,1.2806603773584906, ,3,3376,18149,18206, ,0,1,9920,10058, ,,392.05,396.93,392.06
아톤,158430,43650,-200,1900.0,159.95,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,A,A,,,238.0,280.0,325.0,290.0,,1.218487394957983,1.0357142857142858,0.8923076923076924, ,128,224,590,574, ,72,115,129,81, ,56,109,461,493, ,332.78,656.43,2140.8,2343.92,60,82,87,126,109,1.8166666666666667,1.329268292682927,1.2528735632183907,0.8650793650793651,571,574,595,653,861,68,81,96,109,291,2407.89,2343.92,2372.76,2530.14,2586.87
와이더플래닛,321820,17700,-200,1221.0,,KOSDAQ  코스닥 제조,FICS  IT 서비스,A,A,,297.0,327.0,338.0,349.0,290.0,0.9764309764309764,0.8868501529051988,0.8579881656804734,0.830945558739255,139,139,121,122,75,73,83,172,98,91,66,56,-52,24,-16,892.93,740.16,,,,73,74,68,78,85,1.1643835616438356,1.1486486486486487,1.25,1.0897435897435896,83,75,226,225,570,95,91,90,103,310,,,291.19,248.72,649.44
아이컴포넌트,59100,7260,260,513.0,128.31,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,,,BB-,536.0,245.0,257.0,290.0,291.0,0.542910447761194,1.1877551020408164,1.132295719844358,1.0034482758620689,694,565,535,498,465,282,233,235,211,173,412,332,300,287,292,1082.85,856.78,768.36,730.87,744.09, ,0, , , ,,,,, ,465, , , , ,173, , , , ,744.09, , , 
자연과환경,43910,1400,30,865.0,,KOSDAQ  코스닥 기타서비스,FICS  상업서비스,,,B,101.0,132.0,248.0,317.0,291.0,2.881188118811881,2.2045454545454546,1.1733870967741935,0.917981072555205,356,482,496,723,726,172,177,184,283,340,185,305,311,440,386,52.3,71.92,77.17,62.57,43.2,70,94,84,106,154,2.2,1.6382978723404256,1.8333333333333333,1.4528301886792452,672,726,727,782,816,254,340,325,299,325,55.03,43.2,44.5,55.58,57.76
원풍물산,8290,1410,-5,574.0,,KOSDAQ  코스닥 제조,FICS  섬유 및 의복,,,,464.0,441.0,427.0,408.0,291.0,0.6271551724137931,0.6598639455782312,0.6814988290398126,0.7132352941176471,473,470,466,673,523,182,168,222,205,187,291,302,244,468,336,57.98,57.37,31.62,134.07,69.08, ,0, , , ,,,,, ,523, , , , ,187, , , , ,69.08, , , 
SM Life Design,63440,3040,480,1381.0,,KOSDAQ  코스닥 제조,FICS  미디어,B,B,,114.0,292.0,200.0,370.0,292.0,2.56140350877193,1.0,1.46,0.7891891891891892,436,459,564,604,572,33,42,61,115,110,403,417,503,488,462,110.38,116.52,123.32,113.38,101.48,69,106,99,138,74,1.0724637681159421,0.6981132075471698,0.7474747474747475,0.5362318840579711,589,572,598,596,569,109,110,131,101,76,110,101.48,103.52,115.83,114.63
에이아이비트,39230,67,-23,25.0,,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,A,A,,353.0,539.0,378.0,374.0,292.0,0.8271954674220963,0.5417439703153989,0.7724867724867724,0.7807486631016043,389,536,746,680,581,245,361,460,176,129,144,175,287,505,453,,,0.28,,,59,86,57,76,82,1.3898305084745763,0.9534883720930233,1.4385964912280702,1.0789473684210527,666,653,581,552,624,144,128,129,126,185,0.01,,,,138.27
센트럴인사이트,12600,2490,0,375.0,,KSE  코스피 기계,FICS  컴퓨터 및 주변기기,,,A2-,576.0,346.0,360.0,412.0,292.0,0.5069444444444444,0.8439306358381503,0.8111111111111111,0.7087378640776699,792,640,725,511,265,449,403,482,440,116,344,237,243,71,149,,,,,178.71,74,57,48,40,30,0.40540540540540543,0.5263157894736842,0.625,0.75,333,265,358,356,330,292,116,82,108,95,,178.71,305.48,263.86,245.44
플레이디,237820,6460,60,829.0,52.77,KOSDAQ  코스닥 기타서비스,FICS  미디어,A,A,C,314.0,360.0,347.0,386.0,293.0,0.9331210191082803,0.8138888888888889,0.8443804034582133,0.7590673575129534,849,912,900,973,1199,638,631,558,569,494,211,282,342,404,704,7996.78,10690.28,12993.36,795.38,998.22, ,0, , , ,,,,, ,1199, , , , ,494, , , , ,998.22, , , 
삼화네트웍스,46390,2820,65,1217.0,,KOSDAQ  코스닥 오락 문화,FICS  미디어,C,C,,457.0,210.0,126.0,542.0,293.0,0.6411378555798687,1.3952380952380952,2.3253968253968256,0.540590405904059,449,441,548,433,380,57,54,203,84,58,393,386,345,349,322,385.27,388.8,348.99,352.77,340.86,5,41,34,12,6,1.2,0.14634146341463414,0.17647058823529413,0.5,385,380,464,497,619,61,58,96,128,253,343.14,340.86,378.18,380.15,377.1
아이에스이커머스,69920,3075,-30,794.0,,KOSDAQ  코스닥 유통,FICS  온라인쇼핑,A,A,,786.0,365.0,349.0,209.0,294.0,0.37404580152671757,0.8054794520547945,0.8424068767908309,1.4066985645933014,888,970,815,790,719,423,214,191,295,314,464,756,624,495,405,174.46,492.84,413.12,313.72,241.47,68,73,51,56,48,0.7058823529411765,0.6575342465753424,0.9411764705882353,0.8571428571428571,765,719,685,872,840,327,314,290,236,225,266.76,241.47,233.93,416.92,399.82
나노엔텍,39860,7430,50,1991.0,72.52,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,A,A,CC,222.0,238.0,258.0,263.0,294.0,1.3243243243243243,1.2352941176470589,1.1395348837209303,1.11787072243346,457,424,422,466,528,201,186,70,56,73,256,237,352,410,455,109.32,93.98,167.38,209.25,239.5,61,107,113,70,71,1.1639344262295082,0.6635514018691588,0.6283185840707964,1.0142857142857142,512,528,569,581,581,69,73,84,76,69,230.85,239.5,262.25,276.91,282.52
키네마스터,139670,19900,-550,2696.0,109.66,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,A,A,,93.0,101.0,128.0,194.0,298.0,3.204301075268817,2.9504950495049505,2.328125,1.5360824742268042,218,166,140,143,165,39,31,17,18,23,179,135,124,125,143,487.4,361.09,328.47,333.32,150.23,87,72,69,70,65,0.7471264367816092,0.9027777777777778,0.9420289855072463,0.9285714285714286,175,165,170,164,273,19,23,23,23,22,170.28,150.23,157.25,147.63,270.98
네오크레마,311390,18150,-500,1330.0,95.66,KOSDAQ  코스닥 제조,FICS  식료품,,,,144.0,120.0,217.0,198.0,298.0,2.0694444444444446,2.4833333333333334,1.3732718894009217,1.505050505050505,184,253,323,472,492,39,169,91,93,94,145,84,232,379,398,11577.59,8545.19,17203.24,939.33,984.34,78,73,65,81,73,0.9358974358974359,1.0,1.123076923076923,0.9012345679012346,481,492,504,509,510,91,94,103,102,97,965.56,984.34,995.02,1011.47,1022.58
SV인베스트먼트,289080,3130,105,1666.0,18.79,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,A,A,C-,108.0,180.0,306.0,116.0,299.0,2.7685185185185186,1.6611111111111112,0.9771241830065359,2.5775862068965516,289,339,677,600,750,100,106,83,65,145,189,233,594,536,605,67.48,106.12,346.07,101.26,127.48,39,96,115,71,43,1.1025641025641026,0.4479166666666667,0.3739130434782609,0.6056338028169014,605,652,750,756,716,75,92,145,153,104,99.08,110.41,127.48,126.36,130.08
얍엑스,60230,1390,-100,1204.0,,KOSDAQ  코스닥 IT H/W,FICS  통신장비,,,BB-,462.0,436.0,334.0,369.0,299.0,0.6471861471861472,0.6857798165137615,0.8952095808383234,0.8102981029810298,542,625,701,876,884,335,399,377,326,289,207,226,324,550,595,81.44,9.34,28.59,54.19,52.97,79,76,66,72,77,0.9746835443037974,1.013157894736842,1.1666666666666667,1.0694444444444444,792,884,878,904,938,188,289,279,276,180,57.38,52.97,54.49,59.34,74.57
효성오앤비,97870,8300,130,705.0,29.66,KOSDAQ  코스닥 제조,FICS  화학,A,A,C-,344.0,302.0,284.0,293.0,301.0,0.875,0.9966887417218543,1.0598591549295775,1.0273037542662116,651,653,702,723,850,55,53,66,103,113,596,600,636,620,737,2098.82,1446.53,1489.27,1526.15,1599.11,32,57,82,130,40,1.25,0.7017543859649122,0.4878048780487805,0.3076923076923077,707,686,715,850,801,99,73,96,113,73,1499.13,1511.1,1527.34,1599.11,1593.83
위지트,36090,1680,40,1516.0,17.38,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,,,,322.0,392.0,448.0,317.0,301.0,0.9347826086956522,0.7678571428571429,0.671875,0.9495268138801262,589,859,1020,1043,1154,89,243,346,322,242,500,616,674,721,912,48.74,67.82,83.51,74.89,102.06,83,78,72,69,92,1.108433734939759,1.1794871794871795,1.2777777777777777,1.3333333333333333,1059,1154,1181,1237,1290,270,242,244,238,232,86.35,102.06,107.42,121.11,135.76
크리스탈지노믹스,83790,6530,0,4522.0,,KOSDAQ  코스닥 기타서비스,FICS  바이오,,,,145.0,122.0,139.0,140.0,302.0,2.0827586206896553,2.4754098360655736,2.172661870503597,2.157142857142857,1287,1195,2569,3792,3170,454,279,725,1540,965,833,916,1845,2252,2204,542.72,575.14,783.65,608.16,830.95,342,-480,67,43,82,0.23976608187134502,-0.17083333333333334,1.2238805970149254,1.9069767441860466,3217,3170,3121,3109,3111,1170,965,909,996,1028,812.33,830.95,835.82,516.73,515.91
에프앤리퍼블릭,64090,2230,-240,245.0,,KOSDAQ  코스닥 유통,FICS  개인생활용품,,,,547.0,725.0,1029.0,319.0,302.0,0.5521023765996343,0.416551724137931,0.293488824101069,0.9467084639498433,204,1008,1517,866,423,104,547,898,587,322,100,460,619,279,101,,80.87,107.27,,,75,98,49,71,63,0.84,0.6428571428571429,1.2857142857142858,0.8873239436619719,701,423,411,275,348,481,322,292,232,315,,,,,
와이제이엠게임즈,193250,3605,-95,2061.0,,KOSDAQ  코스닥 IT H/W,FICS  휴대폰 및 관련부품,A+ ,A+ ,C,440.0,351.0,395.0,406.0,303.0,0.6886363636363636,0.8632478632478633,0.7670886075949367,0.7463054187192119,952,1120,995,917,804,75,321,334,191,158,877,799,661,726,647,1831.05,1626.42,1335.17,1224.48,1061.01,109,77,114,81,97,0.8899082568807339,1.2597402597402598,0.8508771929824561,1.1975308641975309,868,804,819,823,910,176,158,174,109,191,1144.54,1061.01,1054.81,1111.69,1119.72
디지틀조선,33130,2985,0,1108.0,61.51,KOSDAQ  코스닥 IT S/W & SVC,FICS  미디어,BB ,BB ,,391.0,395.0,397.0,338.0,304.0,0.7774936061381074,0.769620253164557,0.7657430730478589,0.8994082840236687,718,772,806,859,850,63,75,70,86,60,655,696,736,773,791,252.75,273.17,294.81,314.09,323.65,78,81,70,94,86,1.1025641025641026,1.0617283950617284,1.2285714285714286,0.9148936170212766,846,850,856,868,874,63,60,70,74,68,319.3,323.65,321.2,325.44,332.36
지엔원에너지,270520,2780,-5,868.0,,KOSDAQ  코스닥 기타서비스,FICS  에너지 시설 및 서비스,B,B,B,,265.0,294.0,358.0,304.0,,1.1471698113207547,1.034013605442177,0.8491620111731844, ,157,193,241,358, ,68,65,59,56, ,89,128,182,302, ,1400.31,873.27,1114.43,870.61, ,0, , , ,,,,, ,358, , , , ,56, , , , ,870.61, , , 
디와이디,219550,3855,0,308.0,,KOSDAQ  코스닥 유통,FICS  개인생활용품,A,A,,500.0,637.0,542.0,481.0,304.0,0.608,0.4772370486656201,0.5608856088560885,0.632016632016632,243,446,320,522,206,35,61,27,214,35,208,385,293,309,171,6830.41,666.07,565.92,586.35,297.32,77,65,65,53,10,0.12987012987012986,0.15384615384615385,0.15384615384615385,0.18867924528301888,317,206,361,820,161,79,35,86,503,96,430.83,297.32,352.32,404.38,
인산가,277410,2105,45,671.0,11.92,KOSDAQ  코스닥 제조,FICS  식료품,A,A,B-,250.0,260.0,252.0,259.0,305.0,1.22,1.1730769230769231,1.2103174603174602,1.1776061776061777,239,290,349,498,652,139,155,107,190,304,101,134,242,307,348,389.94,536.05,886.88,1056.86,1204.27,81,87,76,90,99,1.2222222222222223,1.1379310344827587,1.3026315789473684,1.1,616,652,678,727,719,288,304,321,288,263,1133.49,1204.27,1184.53,1273.21,1323.7
케이씨에스,115500,6720,170,806.0,38.97,KOSDAQ  코스닥 IT S/W & SVC,FICS  IT 서비스,,,,258.0,293.0,333.0,395.0,305.0,1.182170542635659,1.0409556313993173,0.9159159159159159,0.7721518987341772,275,285,311,355,313,97,103,117,148,103,177,182,194,207,210,195.17,203.31,223.84,244.88,249.79, ,0, , , ,,,,, ,313, , , , ,103, , , , ,249.79, , , 
제이준코스메틱,25620,1025,-145,763.0,,KSE  코스피 화학,FICS  개인생활용품,C,C,,834.0,1297.0,1320.0,526.0,305.0,0.3657074340527578,0.23515805705474171,0.23106060606060605,0.5798479087452472,1153,1528,2149,1239,879,289,258,883,706,281,864,1270,1266,533,598,1504.73,929.83,923.29,282.29,231.14,46,61,62,82,67,1.4565217391304348,1.098360655737705,1.0806451612903225,0.8170731707317073,1116,879,947,878,1061,433,281,329,316,238,277.8,231.14,237.71,194.77,130.28
미래테크놀로지,213090,11750,0,719.0,27.4,KOSDAQ  코스닥 IT S/W & SVC,FICS  보안장비,,,BB ,220.0,224.0,324.0,359.0,306.0,1.3909090909090909,1.3660714285714286,0.9444444444444444,0.8523676880222841,476,1003,933,1088,1267,16,255,205,342,351,460,748,728,746,916,1599.59,1797.53,1782.92,1857.19,2011.69,81,76,84,73,70,0.8641975308641975,0.9210526315789473,0.8333333333333334,0.958904109589041,1048,1207,1267,1223,1219,291,289,351,275,270,1873.43,1858.2,2011.69,2094.98,2121.26
한컴위드,54920,9500,-200,2681.0,35.15,KOSDAQ  코스닥 IT S/W & SVC,FICS  일반 소프트웨어,,,,145.0,164.0,157.0,158.0,309.0,2.1310344827586207,1.8841463414634145,1.9681528662420382,1.9556962025316456,815,872,931,1742,1960,313,340,326,480,654,502,532,604,1262,1306,702.11,745.5,740.76,847.7,892.21,83,104,58,82,85,1.0240963855421688,0.8173076923076923,1.4655172413793103,1.0365853658536586,1942,1960,2126,2150,2178,645,654,791,774,776,885.39,892.21,905.93,923.99,943.3
브이원텍,251630,8930,90,1344.0,24.37,KOSDAQ  코스닥 제조,FICS  전자 장비 및 기기,A,A,,245.0,387.0,546.0,268.0,311.0,1.2693877551020407,0.8036175710594315,0.5695970695970696,1.1604477611940298,319,881,819,873,936,77,267,50,56,89,243,614,770,817,847,725.99,1564.41,1948.08,1005.83,1090.66,65,107,74,133,127,1.9538461538461538,1.1869158878504673,1.7162162162162162,0.9548872180451128,945,936,1143,1357,1323,99,89,282,414,354,1089.58,1090.66,1109.95,1171.11,1207.59
에스피시스템스,317830,10150,170,827.0,280.54,KOSDAQ  코스닥 제조,FICS  기계,A,A,C-,253.0,270.0,469.0,320.0,311.0,1.2292490118577075,1.151851851851852,0.6631130063965884,0.971875,209,274,484,591,529,100,127,287,287,222,110,147,197,304,307,2091.97,2838.5,3562.41,3961.63,3993.46,77,82,55,94,95,1.2337662337662338,1.1585365853658536,1.7272727272727273,1.0106382978723405,555,529,503,686,645,245,222,194,362,332,4036.92,3993.46,4028.77,4071.95,3937.66
천일고속,650,67500,300,965.0,,KSE  코스피 운수창고,FICS  육상운수,A3-,A3-,A3-,584.0,552.0,565.0,596.0,312.0,0.5342465753424658,0.5652173913043478,0.552212389380531,0.5234899328859061,525,678,804,800,670,137,207,185,290,291,389,471,619,510,379,444.75,560.67,767.01,614.76,431.93, ,0, , , ,,,,, ,670, , , , ,291, , , , ,431.93, , , 
일정실업,8500,33300,-800,400.0,,KSE  코스피 섬유의복,FICS  자동차부품,A- ,A- ,A- ,789.0,491.0,480.0,398.0,313.0,0.39670468948035487,0.6374745417515275,0.6520833333333333,0.7864321608040201,682,672,683,605,468,93,163,254,310,212,589,509,429,295,255,881.67,748.62,618.72,397.78,330.92,82,91,117,70,79,0.9634146341463414,0.8681318681318682,0.6752136752136753,1.1285714285714286,527,468,454,446,415,204,212,209,207,193,444.27,330.92,313.76,304.05,276.32
메디프론,65650,2480,-20,1082.0,,KOSDAQ  코스닥 유통,FICS  컴퓨터 및 주변기기,BB-,BB-,,131.0,209.0,199.0,174.0,314.0,2.3969465648854964,1.5023923444976077,1.5778894472361809,1.8045977011494252,278,262,216,195,472,22,15,24,18,194,256,248,192,177,279,92.43,68.14,30.41,20.18,49.77, ,0, , , ,,,,, ,472, , , , ,194, , , , ,49.77, , , 
켄코아에어로스페이스,274090,12550,250,1479.0,,KOSDAQ  코스닥 제조,FICS  상업서비스,A,A,B-,81.0,150.0,289.0,463.0,316.0,3.9012345679012346,2.1066666666666665,1.0934256055363323,0.6825053995680346,221,420,584,743,896,136,431,698,406,523,85,-10,-114,337,372,234.09,,,636.85,599.16,65,74,102,139,152,2.3384615384615386,2.054054054054054,1.4901960784313726,1.0935251798561152,915,896,1195,1161,1155,490,523,771,797,805,708.01,599.16,620.23,518.18,494.15
와이오엠,66430,1950,-20,320.0,12.54,KOSDAQ  코스닥 유통,FICS  화학,B+ ,B+ ,B+ ,146.0,302.0,307.0,350.0,318.0,2.1780821917808217,1.0529801324503312,1.0358306188925082,0.9085714285714286,147,142,388,380,283,55,48,325,240,105,92,94,63,139,177,,77.91,24.41,100.47,135.54, ,0, , , ,,,,, ,283, , , , ,105, , , , ,135.54, , , 
서암기계공업,100660,4990,55,629.0,120.85,KOSDAQ  코스닥 제조,FICS  기계,,,CCC,318.0,408.0,425.0,385.0,318.0,1.0,0.7794117647058824,0.7482352941176471,0.825974025974026,642,686,684,696,687,86,114,84,79,72,555,572,600,616,615,781.64,808.07,852.05,878.26,876.31, ,0, , , ,,,,, ,687, , , , ,72, , , , ,876.31, , , 
팬스타엔터프라이즈,54300,869,8,505.0,,KOSDAQ  코스닥 제조,FICS  자동차부품,B+ ,B+ ,,281.0,335.0,284.0,372.0,320.0,1.1387900355871887,0.9552238805970149,1.1267605633802817,0.8602150537634409,421,422,451,675,710,217,138,141,264,346,204,285,311,411,364,53.67,40.92,45.81,58.99,40.66, ,0, , , ,,,,, ,710, , , , ,346, , , , ,40.66, , , 
ITX-AI,99520,1285,0,377.0,,KOSDAQ  코스닥 IT H/W,FICS  보안장비,B- ,B- ,,245.0,311.0,277.0,319.0,321.0,1.310204081632653,1.0321543408360128,1.1588447653429603,1.006269592476489,256,279,206,220,482,112,107,58,122,247,143,172,148,98,235,115.24,118.82,90.26,29.88,66.37,84,90,89,60,66,0.7857142857142857,0.7333333333333333,0.7415730337078652,1.1,324,482,493,401,384,83,247,261,199,197,70.37,66.37,64.07,45.21,34.99
대성파인텍,104040,2075,-5,650.0,41.06,KOSDAQ  코스닥 제조,FICS  자동차부품,,,BBB,477.0,425.0,386.0,375.0,321.0,0.6729559748427673,0.7552941176470588,0.8316062176165803,0.856,678,876,924,920,868,259,387,407,388,330,419,488,517,532,538,1394.04,1467.58,1582.77,1626.75,1653.48,83,102, , , ,,,,,927,868, , , ,385,330, , , ,1657.67,1653.48, , , 
에이티넘인베스트,21080,5380,50,2582.0,17.66,KOSDAQ  코스닥 금융,FICS  창업투자 및 종금,BB-,BB-,,132.0,251.0,171.0,214.0,322.0,2.4393939393939394,1.2828685258964143,1.8830409356725146,1.5046728971962617,679,787,786,841,1004,33,77,32,44,85,646,710,754,797,919,169.09,195.7,214.04,232.15,283.08, ,0, , , ,,,,, ,1004, , , , ,85, , , , ,283.08, , , 
코데즈컴바인,47770,2540,-20,961.0,17.07,KOSDAQ  코스닥 제조,FICS  섬유 및 의복,,,,163.0,212.0,293.0,358.0,325.0,1.9938650306748467,1.5330188679245282,1.1092150170648465,0.9078212290502793,290,316,644,716,759,51,51,289,292,278,239,265,355,424,480,35.08,48.29,83.76,119.94,141.31,81,97,88,111,90,1.1111111111111112,0.9278350515463918,1.0227272727272727,0.8108108108108109,741,759,759,787,800,290,278,269,282,273,133.97,141.31,146.42,154.24,165.61
웹스,196700,4645,5,667.0,,KOSDAQ  코스닥 제조,FICS  화학,B,B,,273.0,307.0,284.0,285.0,326.0,1.1941391941391941,1.0618892508143323,1.147887323943662,1.143859649122807,663,660,671,686,669,261,271,280,297,302,401,390,390,389,367,1071.67,1037.4,469.7,467.33,436.28,92,105,82,91,80,0.8695652173913043,0.7619047619047619,0.975609756097561,0.8791208791208791,691,669,675,691,704,313,302,302,285,281,452.08,436.28,444.08,465.47,487.91
디에스케이,109740,7090,20,1916.0,,KOSDAQ  코스닥 제조,FICS  디스플레이 및 관련부품,BB ,BB ,BB ,472.0,1033.0,1179.0,765.0,326.0,0.690677966101695,0.3155856727976767,0.2765055131467345,0.4261437908496732,1794,1633,1645,1719,1622,951,871,578,466,567,843,762,1066,1253,1054,1448.52,719.77,960.74,1027.27,882.46,124,92,140,164,128,1.032258064516129,1.391304347826087,0.9142857142857143,0.7804878048780488,1720,1622,1714,1724,1680,562,567,646,644,311,971.38,882.46,902.66,922.45,970.81
세진티에스,67770,4965,20,417.0,9.84,KOSDAQ  코스닥 IT H/W,FICS  디스플레이 및 관련부품,,,BB+,326.0,228.0,209.0,212.0,327.0,1.0030674846625767,1.4342105263157894,1.5645933014354068,1.5424528301886793,479,442,416,409,446,34,26,23,34,33,445,416,393,375,413,967.3,898.34,843.22,800.14,890.27,114,61,65,75,76,0.6666666666666666,1.2459016393442623,1.1692307692307693,1.0133333333333334,459,446,464,469,491,37,33,40,36,34,912,890.27,916.83,936.98,996.52
한국전자인증,41460,10850,-150,2062.0,88.52,KOSDAQ  코스닥 IT S/W & SVC,FICS  상업서비스,,,BB-,266.0,267.0,266.0,287.0,328.0,1.2330827067669172,1.2284644194756553,1.2330827067669172,1.1428571428571428,462,485,527,576,584,146,152,176,169,180,317,333,351,407,404,253.08,268.56,283.96,314.86,331.38,76,99,83,86,83,1.0921052631578947,0.8383838383838383,1.0,0.9651162790697675,572,584,588,590,602,166,180,188,175,176,332.95,331.38,326.93,341.31,296.88
포커스에이치엔에스,331380,2810,0,507.0,23.69,KOSDAQ  코스닥 제조,FICS  보안장비,A,A,,166.0,181.0,211.0,288.0,328.0,1.9759036144578312,1.8121546961325967,1.5545023696682465,1.1388888888888888,122,193,191,193,250,83,150,167,159,194,39,43,24,35,56,403.88,455,185.95,318.87,576.47, ,0, , , ,,,,, ,250, , , , ,194, , , , ,576.47, , , 
디지캡,197140,5100,10,452.0,33.01,KOSDAQ  코스닥 제조,FICS  일반 소프트웨어,B,B,,112.0,163.0,180.0,239.0,329.0,2.9375,2.01840490797546,1.8277777777777777,1.3765690376569037,171,294,369,483,556,76,134,120,184,202,95,160,249,299,354,738.14,1150.65,678.62,740.16,882.68,89,121,76,56,64,0.7191011235955056,0.5289256198347108,0.8421052631578947,1.1428571428571428,464,556,541,533,547,179,202,166,108,118,702.47,882.68,879.83,861.76,871.94
로지시스,67730,6290,180,608.0,126.64,KOSDAQ  코스닥 IT S/W & SVC,FICS  IT 서비스,,,BB+,359.0,409.0,400.0,334.0,329.0,0.9164345403899722,0.80440097799511,0.8225,0.9850299401197605,241,262,259,242,240,78,99,92,86,76,163,162,168,157,164,250.01,247.69,259.27,235.16,250.39, ,0, , , ,,,,, ,240, , , , ,76, , , , ,250.39, , , 
엘앤씨바이오,290650,34800,-700,7894.0,70.78,KOSDAQ  코스닥 제조,FICS  의료 장비 및 서비스,BB ,BB ,,118.0,179.0,212.0,292.0,330.0,2.7966101694915255,1.8435754189944134,1.5566037735849056,1.13013698630137,157,205,574,662,806,56,37,46,60,193,100,168,528,603,613,660.37,1026.3,1350.38,1524.58,465.49,83,94,96,107,119,1.4337349397590362,1.2659574468085106,1.2395833333333333,1.1121495327102804,749,806,848,858,932,194,193,214,83,130,1426.81,465.49,480.53,581.08,599.95
에이치엘비파워,43220,1560,5,1421.0,209.4,KOSDAQ  코스닥 제조,FICS  에너지 시설 및 서비스,,,B,329.0,374.0,395.0,427.0,331.0,1.006079027355623,0.8850267379679144,0.8379746835443038,0.775175644028103,837,671,557,634,626,623,395,385,288,217,213,276,172,347,408,12.86,6.13,,,,51,88,67,53,44,0.8627450980392157,0.5,0.6567164179104478,0.8301886792452831,617,626,597,910,909,195,217,193,442,392,,,,2.7,13.34
