크롤링시간,지역,가게이름,아이디,몇시간전,주문내용,댓글,맛,양,배달,사장,사진주소
2020년 8월 5일,서초동,페리카나-서초동점,ni**님,2020년 8월 5일,순살후라이드 치킨/1,"바삭바삭 뜨겁고 담백고소 맛있어요,페리카나 만의 스타일이 있네요.양은 1인분 정도입니다.빠르게 가져다주셔서 잘 먹었습니다.",5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/b993aa18c1619fa4709c4c49672a827e_tn.jpg
2020년 8월 5일,서초동,페리카나-서초동점,do**님,2020년 8월 5일,양념치킨（싱글）/1(사이드 추가 선택(사이다500mL 변경)),너무 맛있어서 둘이 먹다가 하나 저세상으로 떠났습니다...어떻게 책임지실건가요..? ㅎㅎ 잘먹었네요 재주문의사 100%,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 8월 3일,서초동,페리카나-서초동점,zp**님,2020년 8월 3일,3세트（순살양념＋순살간장＋콜라 1.25L）/1,맛있었어욤! 감사합니다:)배달원도 친절하세용,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ed396de491087338ff869283094a4709_tn.jpg
2020년 8월 3일,서초동,페리카나-서초동점,mu**님,2020년 8월 3일,"순살양념 치킨/1,페리치즈볼 5개/1",처음 시켰는데 양도많고 맛있네요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/aa8a8b2c730d60bf798737de13f6a410_tn.jpg
2020년 8월 1일,서초동,페리카나-서초동점,   손님,2020년 8월 1일,후라이드치킨（싱글）/1(사이드 추가 선택(사이다500mL 변경)),배달도 빠르고 1인분 메뉴도 되서 넘 좋으네요~~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 7월 31일,서초동,페리카나-서초동점,ky**님,2020년 7월 31일,"반반（후라이드 반＋양념 반）/1(치킨 선택(뼈있는 치킨),사이드 추가 선택(무 추가,치즈스틱（6조각）추가,파 추가))","아직도 닭을 이렇게 튀김옷을 두껍게 하는 곳이 있네요.닭엔 살이 적고, 양념도 별로 아무튼 후라이드, 양념 둘 다 먹어봤지만 결론은 요근래 치킨 중 가장 별로입니다.이 곳이 아니라 그냥 페리카나 자체를 끊어야지 맘 먹었습니다.",1,1,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 7월 30일,서초동,페리카나-서초동점,ch**님,2020년 7월 30일,순살후라이드 치킨/1,배달도 빠르고 맛있는데 양은 살짝 작네요^^;;,5,4,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 7월 29일,서초동,페리카나-서초동점,sm**님,2020년 7월 29일,뿌리오치즈/1,치킨이 너무 딱딱해요.. 속살들은 너무 뻑뻑하고.. 오늘은 매우실망입니다,1,3,3,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 7월 29일,서초동,페리카나-서초동점,de**님,2020년 7월 29일,"다리＋날개/1(다리＋날개 소스 선택(후라이드),사이드 추가 선택(골뱅이무침사리 추가)),양념치킨（싱글）/1(사이드 추가 선택(떡사리 추가))",너무너무 맛있어요.페리카나 치킨담에도 또 시켜 먹어야징..,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 7월 28일,서초동,페리카나-서초동점,   손님,2020년 7월 28일,반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨)),아잉~ 너무 맛있잖아요 돈이 부족한지라 좀 더 모아서 또 먹을거에욧!,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 7월 26일,서초동,페리카나-서초동점,po**님,2020년 7월 26일,B세트（후라이드＋양념치킨＋콜라 1.25L）/1,오랜만에 시켰는데.. 보통입니다그리고 배달시 박스에 스티커로 막아 보내주시는건 여긴 없나요?,4,4,4,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/a3d5c02fdce8e93ab846988e1389edb9_tn.jpg
2020년 7월 25일,서초동,페리카나-서초동점,ma**님,2020년 7월 25일,"반반（후라이드반＋뿌리오치즈반）/1(치킨 선택(뼈있는 치킨),사이드 추가 선택(페리치즈볼 5개 추가))",기분 탓인지 늘 먹던 양보다 살짝 적은 것은 느낌이... 몇 번 더 먹어봐야 알 듯 하네요.,4,4,4,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 7월 23일,서초동,페리카나-서초동점,ej**님,2020년 7월 23일,반반（후라이드 반＋양념 반）/1(치킨 선택(뼈있는 치킨)),새벽에 주문했는데 정말 빨리 와서 좋았어요!먹자마자 반반치킨의 정석이란 느낌 제대로 받았습니다.양은 딱 1인분인 것 같아요...그래도 맛있으니 만족스러워요!,5,4,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/e3deb954d405d0adaa8d31003dc400f3_tn.jpg
2020년 7월 23일,서초동,페리카나-서초동점,ps**님,2020년 7월 23일,"순살후라이드 치킨/2,순살양념 치킨/2,순살간장 치킨/2,페리치즈볼 5개/3",치킨 톡톡톡! 페릭라나! 치킨 톡톡톡! 페릭하나! 적절한 튀김옷과 어울러진 환상의 조합! 페릭하나 순살칙힌!,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 7월 22일,서초동,페리카나-서초동점,du**님,2020년 7월 22일,반반（후라이드 반＋양념 반）/1(치킨 선택(뼈있는 치킨)),맛과 배달시비스가 만족스러웧어요,4,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 7월 20일,서초동,페리카나-서초동점,to**님,2020년 7월 20일,후라이드치킨（싱글）/1,Very good thank you!,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 6월 27일,서초동,페리카나-서초동점,mi**님,2020년 6월 27일,후라이드 치킨/1(사이드 추가 선택(콜라 500mL 변경)),맛있게 잘 먹었습니다.,5,4,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 6월 26일,서초동,페리카나-서초동점,au**님,2020년 6월 26일,후라이드 반＋양념 반/1(치킨 선택(뼈있는 치킨)),늘 양념만 먹다가 후라이드랑 반반 첨 먹었은데 맛있네요!,4,4,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 6월 26일,서초동,페리카나-서초동점,vi**님,2020년 6월 26일,양념 치킨/1,양념 치킨 시켰는데 닭다리에서 냄새가 나서 전화를 드렸더니 죄송하다면서 바로 교환을 해주셨습니다. 이때까지는 친절하다고 생각을 했어요. 그런데 교환받고 닭다리를 다시 먹는 순간 냄새가 나길래 전화를 다시 드렸습니다. 다른 조각들은 괜찮은데 다리 한 개가 냄새가 나서 말씀을 드렸더니 살짝 기분나빠하면서 오늘 80마리를 튀기는 동안 처음 들었다고 다시는 시키지말라고 대응하는 것을 보면서 어이가 조금 없었네요 본사와 내일 통화한다고 하시는데 솔직히 페리카나 좋아하는데 좀 그러네요 남은 것도 먹기가 좀 찝찝해지네요,1,4,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ce5d335865c3528e5aa8400f0ef37e3b_tn.jpg
2020년 6월 24일,서초동,페리카나-서초동점,sw**님,2020년 6월 24일,후라이드 반＋양념 반/1(치킨 선택(뼈있는 치킨)),친절하고 빠른 배달 좋습니다,4,3,4,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 6월 21일,서초동,페리카나-서초동점,   손님,2020년 6월 21일,양념 반＋간장 반/1(치킨 선택(순살 치킨)),순살 ㅈㅁ탱~!!! 입니다.솔직히 맛있네요.아들이랑 잘 나눠먹었어요.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 6월 20일,서초동,페리카나-서초동점,ye**님,2020년 6월 20일,순살양념 치킨/1(사이드 추가 선택(콜라 500mL 변경)),정말 맛있었어요!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/923428b1af00a57cb8b84e71b6ef0c0a_tn.jpg
2020년 6월 19일,서초동,페리카나-서초동점,ji**님,2020년 6월 19일,후라이드 반＋양념 반/1(치킨 선택(순살 치킨)),배달 빠르고 맛잇엇습니다,4,4,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/d253c4accbefff1b0c70043acb9c8644_tn.jpg
2020년 6월 18일,서초동,페리카나-서초동점,lo**님,2020년 6월 18일,"후라이드 치킨/1(사이드 추가 선택(사이다 1.25L 변경,양념소스))",완전 맛나게잘먹었어요~~바싹하니 배송도빨랐구요~^^배고팠는데 정말잘먹었습니다!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/3f0f118d041b32f700e8199c099f8c4d_tn.jpg
2020년 6월 18일,서초동,페리카나-서초동점,ye**님,2020년 6월 18일,"양념 반＋간장 반/1(치킨 선택(순살 치킨),사이드 추가 선택(콜라 1.25L 변경))",아주 맛있게 잘 먹었습니다!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6e9e3684c0db43b7b9487fcbaa72234f_tn.jpg
2020년 6월 17일,서초동,페리카나-서초동점,do**님,2020년 6월 17일,후라이드 반＋양념 반/1(치킨 선택(순살 치킨)),너무 퍽퍽하고 질겨요,2,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 6월 16일,서초동,페리카나-서초동점,rb**님,2020년 6월 16일,순살양념 치킨/1,맛이 과하지않고 담백합니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 6월 16일,서초동,페리카나-서초동점,he**님,2020년 6월 16일,후라이드 반＋간장 반/1(치킨 선택(뼈있는 치킨)),배달이 예정시간보다 빨랐어요.살코기가 조금 더 많았으면 해요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 6월 15일,서초동,페리카나-서초동점,sa**님,2020년 6월 15일,후라이드 반＋양념 반/1(치킨 선택(뼈있는 치킨)),배달 빨리 왔어요그런대 주말이라 바빠서 막 튀긴 건지 튀김이 온전하지 않고 몇조각 살점이 떨어져있었어요...,4,3,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 6월 15일,서초동,페리카나-서초동점,b7**님,2020년 6월 15일,후라이드 반＋양념 반/1(치킨 선택(뼈있는 치킨)),맛있게 잘먹었습니다!,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 6월 15일,서초동,페리카나-서초동점,je**님,2020년 6월 15일,"1세트（순살양념＋순살후라이드＋콜라 1.25L）/1,생맥주 1000cc/1",매주시켜요 맛있어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ece8c65b1c7c16f7a82a99454e6fb58f_tn.jpg
2020년 6월 14일,서초동,페리카나-서초동점,ju**님,2020년 6월 14일,C세트（후라이드＋간장치킨＋콜라 1.25L）/1,페리카나오랜만에먹는데 맛있어요~~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 6월 11일,서초동,페리카나-서초동점,wi**님,2020년 6월 11일,누꼬진짬뽕（순살）/1,맛은 기대했던것보단 약해서 아쉽지만 양하나는 기가막히네요,3,5,4,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 6월 10일,서초동,페리카나-서초동점,ye**님,2020년 6월 10일,순살양념 치킨/1,너무 맛있게 잘 먹었어요!!!!!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/2d48a001f3ea7f0dc75fcd5684494544_tn.jpg
2020년 6월 7일,서초동,페리카나-서초동점,de**님,2020년 6월 7일,순살양념 치킨/1(사이드 추가 선택(콜라 1.25L 변경)),너무 맛있어요 ㅠㅠ 최고입니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/5bf4b07909d3a741559ec6a96b24f48c_tn.jpg
2020년 6월 7일,서초동,페리카나-서초동점,ch**님,2020년 6월 7일,"순살양념 치킨/1(사이드 추가 선택(페리치즈볼 5개)),생맥주 1000cc/1",너무 맛있었어요! 다음에는 후라이드도 먹어보고싶네요 ㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 6월 7일,서초동,페리카나-서초동점,dj**님,2020년 6월 7일,"후라이드 반＋양념 반/1(치킨 선택(뼈있는 치킨),사이드 추가 선택(핫소스))",옛날 양념치킨 먹고파서 페리카나 처음먹어요 완전 옛날 양념맛이더라고요 굿 다음에는 후라이드에 양념맛 추가해서 먹고파요,4,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/96465e60f1aeecd879f2273f80a637db_tn.jpg
2020년 6월 6일,서초동,페리카나-서초동점,ye**님,2020년 6월 6일,후라이드 반＋양념 반/1(치킨 선택(뼈있는 치킨)),두 번째 시켰어요 바삭하고 맛있고 배달이 빠른 편인 거 같아요 :-),5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 6월 6일,서초동,페리카나-서초동점,je**님,2020년 6월 6일,"1세트（순살양념＋순살후라이드＋콜라 1.25L）/1,생맥주 1000cc/1",역시 페리카나 너무 맛있어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/71b76d6fce73d3856710e56ec1fd898f_tn.jpg
2020년 6월 5일,서초동,페리카나-서초동점,de**님,2020년 6월 5일,맵삭치킨/1(사이드 추가 선택(콜라 1.25L 변경)),정말 맛있게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 6월 4일,서초동,페리카나-서초동점,kt**님,2020년 6월 4일,1세트（순살양념＋순살후라이드＋콜라 1.25L）/1(사이드 추가 선택(무 추가)),깔끔하게 잘먹었습니당~,4,5,4,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/5e5a778a2d1aba61367dbbdddc0851d7_tn.jpg
2020년 5월 31일,서초동,페리카나-서초동점,42**님,2020년 5월 31일,후라이드 반＋양념 반/1(치킨 선택(순살 치킨)),맛있게 잘 먹었습니다!배달시 테이프 한번 붙여주시면 더 좋을 것 같아요.비오는날 시켰는데 박스 양옆에 손가락으로 열려고 했던 흔적이 그대로 남아서 열었던건지 조금 찝찝했습니다. 테이프 한번 붙여주시면 좀 더 안심 될 것 같습니다.,4,4,3,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 31일,서초동,페리카나-서초동점,sk**님,2020년 5월 31일,후라이드 치킨/1,배달빠르고 잘먹었슴다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/2183ac1ba5eed76234e1caff701c4aa4_tn.jpg
2020년 5월 30일,서초동,페리카나-서초동점,sp**님,2020년 5월 30일,후라이드 반＋마늘 반/1(치킨 선택(뼈있는 치킨)),오랜만에 옛날맛 통닭 맛있기 먹었습니다!!,4,4,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/05b20f6273a5e455ba9a4e05f3a18eed_tn.jpg
2020년 5월 30일,서초동,페리카나-서초동점,3s**님,2020년 5월 30일,B세트（후라이드＋양념치킨＋콜라 1.25L）/1,1+1 이라서 많을것 같았는데너무 빨리 사라졌어요ㅠ옛날 통닭맛이 나서 좋았습니다양념치킨도 추억의 그맛이었어요,5,4,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6218349178e62ffe6ef68248508ba940_tn.jpg
2020년 5월 24일,서초동,페리카나-서초동점,go**님,2020년 5월 24일,"후라이드 반＋양념 반/1(치킨 선택(뼈있는 치킨),사이드 추가 선택(무 추가))",걍그러네용 옛날맛이안나용ㅎ.ㅎ,3,3,3,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 23일,서초동,페리카나-서초동점,si**님,2020년 5월 23일,순살양념 치킨/1,맛잇습니다. 감사합니다.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 23일,서초동,페리카나-서초동점,   손님,2020년 5월 23일,핫칠리치킨/1(사이드 추가 선택(무 추가)),핫칠리 치킨 너무달아요,4,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 22일,서초동,페리카나-서초동점,ha**님,2020년 5월 22일,"후라이드 반＋양념 반/1(치킨 선택(뼈있는 치킨),사이드 추가 선택(콜라 500mL 변경))",양이 좀 부족했어요 ㅠㅠ,5,3,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 22일,서초동,페리카나-서초동점,ju**님,2020년 5월 22일,"후라이드 반＋핫양념 반/3(치킨 선택(뼈있는 치킨)),콜라 1.25L/3,생맥주 1000cc/3",까다로운 주문이었는데 사장님께서 친절하게 처리해주셨네요.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 20일,서초동,페리카나-서초동점,kj**님,2020년 5월 20일,누꼬진짬뽕（뼈있는치킨）/1,멍멍멍멍멍멍멍멍멍멍멀멍!!,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 18일,서초동,페리카나-서초동점,ab**님,2020년 5월 18일,순살양념 치킨/1(사이드 추가 선택(치즈스틱（6조각）)),맛있고 빨리 왔어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 17일,서초동,페리카나-서초동점,cf**님,2020년 5월 17일,"후라이드 반＋양념 반/1(치킨 선택(뼈있는 치킨)),골뱅이무침＋소면/1",치킨맛이ㅜ좀 변했어요,4,5,3,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 17일,서초동,페리카나-서초동점,eo**님,2020년 5월 17일,후라이드 치킨/1,바삭바삭 맛있어요.배달아저씨는 불친절,5,5,1,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 17일,서초동,페리카나-서초동점,ji**님,2020년 5월 17일,B세트（후라이드＋양념치킨＋콜라 1.25L）/1,안전히 빠르게 잘 받았고 맛도 괜찮습니다,4,4,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/28c07716a1d078868d821e2ff1de5d15_tn.jpg
2020년 5월 15일,서초동,페리카나-서초동점,   손님,2020년 5월 15일,"순살파닭치킨/1(순살 파닭 소스 선택(간장),사이드 추가 선택(콜라 500mL 변경))",달콤하고 바삭해서 맛있어요파채양두 적당했어요^^,3,4,4,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 14일,서초동,페리카나-서초동점,si**님,2020년 5월 14일,순살양념 치킨/1(사이드 추가 선택(사이다500mL 변경)),맛잇엇습나다. 감사합니다.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 14일,서초동,페리카나-서초동점,re**님,2020년 5월 14일,후라이드 치킨/1,갓나온뜨거운후라이드치킨처럼완전뜨끈뜨끈했어요.맛도배달도대만족이에요.추억의오리지널치킨스타일완전좋아요.페리카나넘좋다요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/e96bf1cf93f98dd54e174804d691fca2_tn.jpg
2020년 5월 13일,서초동,페리카나-서초동점,qw**님,2020년 5월 13일,후라이드 반＋양념 반/1(치킨 선택(순살 치킨)),페리카나 오랜만에 먹어보는데 맛은 여전하네요 1인 1닭 완료했습니다!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/05569df940e78bb59289eca63857d285_tn.jpg
2020년 5월 13일,서초동,페리카나-서초동점,wj**님,2020년 5월 13일,"후라이드 반＋양념 반/1(치킨 선택(뼈있는 치킨),사이드 추가 선택(사이다500mL 변경))",물론 믿고 먹는 페리카나니까 배달도 빠르고 맛도 있었습니다. 근데 분명 젓가락 안 쓴다고 했고 문 앞에 두시고 전화 달라고 했는데 젓가락 넣어주시고 문 두드리셔서 좀 곤란했네요. 가족들 다 자고 있어서 안 깨우려고 전화 달라고 한 건데 이렇게 요청사항 다 무시하실거면 요청사항란 왜 있습니까. 먹기 전부터 기분 상해서 처음으로 리뷰 남겨보네요.,5,5,3,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 12일,서초동,페리카나-서초동점,nk**님,2020년 5월 12일,"후라이드 치킨/1,골뱅이무침＋소면/1",맛도 좋고 양도 많고 배달도 빠르고 다 좋았습니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 12일,서초동,페리카나-서초동점,   손님,2020년 5월 12일,후라이드 치킨/1,빠르고 늘 맛있습니다,4,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 12일,서초동,페리카나-서초동점,mu**님,2020년 5월 12일,후라이드 반＋간장 반/1(치킨 선택(순살 치킨)),오래 냉동되어있었던건지 살이 말랐네요 겉바속딱입니다 이빨 몇번 나갈뻔 그리고 뭔가 씁쓸한 맛이나요안에 살이 까매요,3,5,4,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/54b52c35428f038355dbca9f43e09380_tn.jpg
2020년 5월 6일,서초동,페리카나-서초동점,ku**님,2020년 5월 6일,후라이드 반＋양념 반/1(치킨 선택(뼈있는 치킨)),배달 빠르고 맛있네요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/fbef3ece02736437438144c378e994c4_tn.jpg
2020년 5월 6일,서초동,페리카나-서초동점,oo**님,2020년 5월 6일,"순살양념 치킨/1(사이드 추가 선택(페리치즈볼 5개,콜라 1.25L 변경,츄러스치즈볼 5개,미니핫도그（2개）)),아사히/3",굿굿굿 베리굿굿굿,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 2일,서초동,페리카나-서초동점,ss**님,2020년 5월 2일,B세트（후라이드＋양념치킨＋콜라 1.25L）/1,페리카나 후라이드 양념 정통의 맛,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 5월 1일,서초동,페리카나-서초동점,hy**님,2020년 5월 1일,후라이드 반＋양념 반/1(치킨 선택(순살 치킨)),믿고먹는 패리카아아아낭,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 4월 30일,서초동,페리카나-서초동점,re**님,2020년 4월 30일,후라이드 반＋양념 반/1(치킨 선택(뼈있는 치킨)),추억의페리카나~어릴적먼던냄새그대로같아요.맛있게잘먹었습니다.튀김옷얇아서더맛있구요.또시켜먹을게요.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/8bf4da6e1fada74164c03d99e9aee2fb_tn.jpg
2020년 4월 28일,서초동,페리카나-서초동점,su**님,2020년 4월 28일,"후라이드 반＋양념 반/1(치킨 선택(순살 치킨),사이드 추가 선택(콜라 1.25L 변경))",반반순살로 시켰어요 (후라이드&양념)따뜻하게 딱 맞게 배달이 오셔서 너무 좋네요!후라이드도 적당한 간에 맛있어요!양념도 두말할 것 없네요!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/5e600b7e736c57c02048c3f05ab221c5_tn.jpg
2020년 4월 28일,서초동,페리카나-서초동점,sj**님,2020년 4월 28일,"후라이드 치킨/1(사이드 추가 선택(사이다 1.25L 변경)),3세트（순살양념＋순살간장＋콜라 1.25L）/1",맛있어요배달도 빨리왔어요,4,4,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/039d5a86ff3c22c78540f6b47205a8d7_tn.jpg
2020년 4월 26일,서초동,페리카나-서초동점,ks**님,2020년 4월 26일,순살양념 치킨/1,혼자 다 먹기 힘들 정도의 양이네요. 맛있었습니다.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/065763b7c93cc2ccf65f72e79aa97f83_tn.jpg
2020년 4월 25일,서초동,페리카나-서초동점,li**님,2020년 4월 25일,"다리＋날개/1(다리＋날개 소스 선택(양념),사이드 추가 선택(떡사리 추가))",맛난거먹규 다먹엿어요   떡사리까지ㅎ맛잇게잘머것어용 감사합니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/37579697f0371971474ed46348f93f19_tn.jpg
2020년 4월 25일,서초동,페리카나-서초동점,yc**님,2020년 4월 25일,양념 치킨/1,역시 페리카나 양념 맛나요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 4월 24일,서초동,페리카나-서초동점,ti**님,2020년 4월 24일,양념치킨（싱글）/1,기본에 충실한 양념치킨이고 양도 괜찮아요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 4월 24일,서초동,페리카나-서초동점,ch**님,2020년 4월 24일,후라이드 반＋양념 반/1(치킨 선택(순살 치킨)),반반시켜먹어봤는데 너무 기름이 많은 느낌이었어요 ㅜ,3,3,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 4월 24일,서초동,페리카나-서초동점,tj**님,2020년 4월 24일,양념치킨（싱글）/1,이벤트여서 그런지 좀 늦게 오긴 했지만...,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 4월 23일,서초동,페리카나-서초동점,ha**님,2020년 4월 23일,후라이드 반＋양념 반/1(치킨 선택(뼈있는 치킨)),맛있어요~~~~~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/9462b7b3bad8467d525aa08f6ea99729_tn.jpg
2020년 4월 23일,서초동,페리카나-서초동점,il**님,2020년 4월 23일,후라이드 치킨/1,후라이드 치킨 먹었는데 맛있어요~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ed431b73715a818ee5bf2607fb95ce16_tn.jpg
2020년 4월 22일,서초동,페리카나-서초동점,si**님,2020년 4월 22일,"A세트（후라이드＋후라이드＋콜라 1.25L）/1,생맥주 1000cc/2",맛은 있었음. 1+1 세트가 1마리 반 양인 줄 알았으면 안 시켰음.속았다고 생각할 그딴 메뉴는 왜 만들었는지 실망.더 큰 실망은 주소만 보고 온 배달직원이 나한테 화냄.주소대로 오면 야간에 잠기는 문이라서 배달사항에 근처 2층 유리문으로 오라고 했음그 글을 안 보고 주소 적힌 데로만 와서 오히려 나한테 화냄. 최근 주문한 치킨집 중 최악,3,2,1,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 4월 21일,서초동,페리카나-서초동점,yo**님,2020년 4월 21일,"후라이드 반＋양념 반/1(치킨 선택(뼈있는 치킨)),페리치즈볼 5개/1",양념 in my mouth mmmhm 좋아요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 4월 21일,서초동,페리카나-서초동점,40**님,2020년 4월 21일,후라이드 반＋양념 반/1(치킨 선택(뼈있는 치킨)),"저번에는 닭에 후추가 많이 뿌려져있어서..왜그러지했고, 이번엔 먹으면서 상한건가? 싶을 만큼 맛? 냄새? 뭔지 모르겠는데 먹으면서 계속 생가되었어요ㅠ염지인가? 그걸 바꾸는 중이신가요? 흑흑배달 너무 친절하게 해주셔서 좋은말쓰고싶은데 흑흑그래도 찝찝함빼면 진짜 맛나는곳임",3,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 4월 20일,서초동,페리카나-서초동점,ri**님,2020년 4월 20일,1세트（순살양념＋순살후라이드＋콜라 1.25L）/1(사이드 추가 선택(무 추가)),맛있게 잘 먹었어요~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 4월 19일,서초동,페리카나-서초동점,si**님,2020년 4월 19일,순살양념 치킨/1,이날따라 치킨이 너무 튀겨져서 고무처럼 딱딱해서 먹기 조금 힘들었습니다. 그러나 여기 순살 양념이 제일 맛잇다는거 알기에 조금만 더 신경써주세요.,4,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2020년 4월 19일,서초동,페리카나-서초동점,de**님,2020년 4월 19일,"후라이드 반＋핫양념 반/1(치킨 선택(뼈있는 치킨),사이드 추가 선택(떡사리 추가))",페리카나양념에떡추가는진리,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/999278f25b24dd90225dfb1d77f572ea_tn.jpg
2020년 4월 15일,서초동,페리카나-서초동점,in**님,2020년 4월 15일,양념 치킨/1,맛있게 잘 먹었습니다~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/34a01031d16131989b2f0598c0574667_tn.jpg
