time,지역,가게이름,아이디,주문내용,댓글,맛,양,배달,사진주소,sajang,ko_text,token_review,tagging,Noun,Adverb,Number,Verb,Adjective
2021년 11월 24일,당수동,코리엔탈깻잎두마리치킨-율천점,ca**님,"두마리 2가지맛 선택/1(치킨선택1(후라이드),치킨선택2(파닭 양념))",다음엔 좀더 정갈하게 배달왔으면 좋겠어요치킨도 좀 식었을뿐더러 흔들렸는지  소스도 넘치고 좀 뒤죽박죽이였네요,4,4,4,https://rev-static.yogiyo.co.kr/18941e0be46b55199c1cbc4afc855af8_tn.jpg,사장님 답글이 없어요 ,다음엔 좀더 정갈하게 배달왔으면 좋겠어요치킨도 좀 식었을뿐더러 흔들렸는지  소스도 넘치고 좀 뒤죽박죽이였네요,"['다음', '엔', '좀더', '정갈하게', '배달', '왔으면', '좋겠어요', '치킨', '도', '좀', '식었을뿐더러', '흔들렸는지', '소스', '도', '넘치고', '좀', '뒤죽박죽', '이', '였네요']","[('다음', 'Noun'), ('엔', 'Josa'), ('좀더', 'Noun'), ('정갈하게', 'Adjective'), ('배달', 'Noun'), ('왔으면', 'Verb'), ('좋겠어요', 'Adjective'), ('치킨', 'Noun'), ('도', 'Josa'), ('좀', 'Noun'), ('식었을뿐더러', 'Verb'), ('흔들렸는지', 'Verb'), ('소스', 'Noun'), ('도', 'Josa'), ('넘치고', 'Verb'), ('좀', 'Noun'), ('뒤죽박죽', 'Noun'), ('이', 'Josa'), ('였네요', 'Verb')]","['다음', '좀더', '배달', '치킨', '좀', '소스', '좀', '뒤죽박죽']",,,",왔으면,식었을뿐더러,흔들렸는지,넘치고,였네요",",정갈하게,좋겠어요"
2021년 11월 23일,당수동,코리엔탈깻잎두마리치킨-율천점,tj**님,"두마리 2가지맛 선택/1(치킨선택1(후라이드),치킨선택2(（인기）양념))",맛있었습니당 ㅋㅋㅋㅋ,5,5,5,https://github.com/kuick1kim/01colap/raw/main/csv/no-image-found-360x250-1.png,사장님 답글이 없어요 ,맛있었습니당 ㅋㅋㅋㅋ,"['맛있었', '습', '니당', 'ㅋㅋㅋㅋ']","[('맛있었', 'Adjective'), ('습', 'Noun'), ('니당', 'Verb'), ('ㅋㅋㅋㅋ', 'KoreanParticle')]",['습'],,,",니당",",맛있었"
2021년 11월 23일,당수동,코리엔탈깻잎두마리치킨-율천점,lo**님,"두마리 2가지맛 선택/1(치킨선택1(후라이드),치킨선택2(간장))",진짜 맛있었어요-!씹히는 맛이 아삭--!!양도 많고요~♡♡♡맛.양.배송  모두 100점 입니다~👍👍👍,5,5,5,https://rev-static.yogiyo.co.kr/4321ec5fbe3d79ddad9ce3126ad62967_tn.jpg,사장님 답글이 없어요 ,진짜 맛있었어요씹히는 맛이 아삭양도 많고요맛양배송  모두 점 입니다,"['진짜', '맛있었어요', '씹히는', '맛', '이', '아', '삭', '양', '도', '많고요', '맛', '양', '배송', '모두', '점', '입니다']","[('진짜', 'Noun'), ('맛있었어요', 'Adjective'), ('씹히는', 'Verb'), ('맛', 'Noun'), ('이', 'Josa'), ('아', 'Exclamation'), ('삭', 'Noun'), ('양', 'Suffix'), ('도', 'Josa'), ('많고요', 'Adjective'), ('맛', 'Noun'), ('양', 'Suffix'), ('배송', 'Noun'), ('모두', 'Noun'), ('점', 'Noun'), ('입니다', 'Adjective')]","['진짜', '맛', '삭', '맛', '배송', '모두', '점']",,,",씹히는",",맛있었어요,많고요,입니다"
2021년 11월 22일,당수동,코리엔탈깻잎두마리치킨-율천점,wn**님,"두마리 2가지맛 선택/1(치킨선택1(슈프림 간장),치킨선택2(슈프림 양념),음료추가(음료 1.25L 변경))",너무 맛있어서 사진도 안찍고 먹었습니다. 같이 온 감튀도 맛있었습니다. 역시 깻잎치킨,5,5,5,https://github.com/kuick1kim/01colap/raw/main/csv/no-image-found-360x250-1.png,사장님 답글이 없어요 ,너무 맛있어서 사진도 안찍고 먹었습니다 같이 온 감튀도 맛있었습니다 역시 깻잎치킨,"['너무', '맛있어서', '사진', '도', '안', '찍고', '먹었습니다', '같이', '온', '감', '튀도', '맛있었습니다', '역시', '깻잎', '치킨']","[('너무', 'Adverb'), ('맛있어서', 'Adjective'), ('사진', 'Noun'), ('도', 'Josa'), ('안', 'VerbPrefix'), ('찍고', 'Verb'), ('먹었습니다', 'Verb'), ('같이', 'Adverb'), ('온', 'Noun'), ('감', 'Noun'), ('튀도', 'Verb'), ('맛있었습니다', 'Adjective'), ('역시', 'Noun'), ('깻잎', 'Noun'), ('치킨', 'Noun')]","['사진', '온', '감', '역시', '깻잎', '치킨']",",너무,같이",,",찍고,먹었습니다,튀도",",맛있어서,맛있었습니다"
2021년 11월 22일,당수동,코리엔탈깻잎두마리치킨-율천점,79**님,한마리 1가지맛 선택/1(치킨선택1(후라이드)),저렴하게 구매했어요 좋아요,5,5,0,https://rev-static.yogiyo.co.kr/b08e7088f4b3e3fd4fc9e16fe3ebcb45_tn.jpg,사장님 답글이 없어요 ,저렴하게 구매했어요 좋아요,"['저렴하게', '구매', '했어요', '좋아요']","[('저렴하게', 'Adjective'), ('구매', 'Noun'), ('했어요', 'Verb'), ('좋아요', 'Adjective')]",['구매'],,,",했어요",",저렴하게,좋아요"
2021년 11월 21일,당수동,코리엔탈깻잎두마리치킨-율천점,k2**님,"두마리 2가지맛 선택/1(치킨선택1(마늘간장),치킨선택2(양파크리미치킨))",치킨이 살짝 과하게 튀겨진 느낌적인 느낌은 있으나 맛잇게 먹었어요,4,4,0,https://github.com/kuick1kim/01colap/raw/main/csv/no-image-found-360x250-1.png,사장님 답글이 없어요 ,치킨이 살짝 과하게 튀겨진 느낌적인 느낌은 있으나 맛잇게 먹었어요,"['치킨', '이', '살짝', '과', '하게', '튀겨진', '느낌', '적', '인', '느낌', '은', '있으나', '맛', '잇게', '먹었어요']","[('치킨', 'Noun'), ('이', 'Josa'), ('살짝', 'Noun'), ('과', 'Noun'), ('하게', 'Verb'), ('튀겨진', 'Verb'), ('느낌', 'Noun'), ('적', 'Suffix'), ('인', 'Josa'), ('느낌', 'Noun'), ('은', 'Josa'), ('있으나', 'Adjective'), ('맛', 'Noun'), ('잇게', 'Verb'), ('먹었어요', 'Verb')]","['치킨', '살짝', '과', '느낌', '느낌', '맛']",,,",하게,튀겨진,잇게,먹었어요",",있으나"
2021년 11월 21일,당수동,코리엔탈깻잎두마리치킨-율천점,gh**님,"[ NEW ] '로제퀸'치킨 두마리 세트＋국물떡볶이/1(치킨선택1(후라이드),국물떡볶이선택(국물떡볶이（보통맛）))",치킨 맛있게 잘 먹었습니다. 로제는 연구가 더 필요해보여요,3,5,3,https://github.com/kuick1kim/01colap/raw/main/csv/no-image-found-360x250-1.png,사장님 답글이 없어요 ,치킨 맛있게 잘 먹었습니다 로제는 연구가 더 필요해보여요,"['치킨', '맛있게', '잘', '먹었습니다', '로제', '는', '연구', '가', '더', '필요', '해보여요']","[('치킨', 'Noun'), ('맛있게', 'Adjective'), ('잘', 'Verb'), ('먹었습니다', 'Verb'), ('로제', 'Noun'), ('는', 'Josa'), ('연구', 'Noun'), ('가', 'Josa'), ('더', 'Noun'), ('필요', 'Noun'), ('해보여요', 'Verb')]","['치킨', '로제', '연구', '더', '필요']",,,",잘,먹었습니다,해보여요",",맛있게"
2021년 11월 20일,당수동,코리엔탈깻잎두마리치킨-율천점,co**님,[ NEW ] '로제퀸'치킨 두마리 세트/1(치킨선택1(（NEW）치즈킹치킨)),맛있게 잘 먹었습니다,5,5,5,https://rev-static.yogiyo.co.kr/0fe6b548bcbc66eeb92f81bba2459d78_tn.jpg,사장님 답글이 없어요 ,맛있게 잘 먹었습니다,"['맛있게', '잘', '먹었습니다']","[('맛있게', 'Adjective'), ('잘', 'Verb'), ('먹었습니다', 'Verb')]",[],,,",잘,먹었습니다",",맛있게"
2021년 12월 07일,당수동,코리엔탈깻잎두마리치킨-율천점,do**님,"두마리 2가지맛 선택/1(치킨선택1(（BEST）수원 왕갈비치킨),치킨선택2(（BEST）수원 왕갈비치킨))",왕갈비가제일 맛있어서 왕갈비만시켜요,5,5,5,https://github.com/kuick1kim/01colap/raw/main/csv/no-image-found-360x250-1.png,사장님 답글이 없어요 ,왕갈비가제일 맛있어서 왕갈비만시켜요,"['왕', '갈비', '가', '제일', '맛있어서', '왕', '갈비', '만', '시켜요']","[('왕', 'Noun'), ('갈비', 'Noun'), ('가', 'Josa'), ('제일', 'Noun'), ('맛있어서', 'Adjective'), ('왕', 'Noun'), ('갈비', 'Noun'), ('만', 'Josa'), ('시켜요', 'Verb')]","['왕', '갈비', '제일', '왕', '갈비']",,,",시켜요",",맛있어서"
2021년 12월 07일,당수동,코리엔탈깻잎두마리치킨-율천점,of**님,[ NEW ] '로제퀸'치킨 두마리 세트＋라이스 치즈볼 8개/1(치킨선택1(마늘간장)),맛있습니다 ㅎ 네 뭐… 굿굿 젛아요 또 먹을게요,5,5,5,https://github.com/kuick1kim/01colap/raw/main/csv/no-image-found-360x250-1.png,사장님 답글이 없어요 ,맛있습니다 ㅎ 네 뭐 굿굿 젛아요 또 먹을게요,"['맛있습니다', 'ㅎ', '네', '뭐', '굿굿', '젛아', '요', '또', '먹을게요']","[('맛있습니다', 'Adjective'), ('ㅎ', 'KoreanParticle'), ('네', 'Noun'), ('뭐', 'Noun'), ('굿굿', 'Noun'), ('젛아', 'Noun'), ('요', 'Josa'), ('또', 'Noun'), ('먹을게요', 'Verb')]","['네', '뭐', '굿굿', '젛아', '또']",,,",먹을게요",",맛있습니다"
2021년 12월 06일,당수동,코리엔탈깻잎두마리치킨-율천점,sh**님,"두마리 2가지맛 선택/1(치킨선택1(（인기）양념),치킨선택2(후라이드))",먹느라 정신없어서 사진이 없네요ㅋㅋㅋ양도많고 맛있습니다~ 튀김옷이 두껍긴했지만 바삭하고 좋았어요,5,5,5,https://github.com/kuick1kim/01colap/raw/main/csv/no-image-found-360x250-1.png,사장님 답글이 없어요 ,먹느라 정신없어서 사진이 없네요ㅋㅋㅋ양도많고 맛있습니다 튀김옷이 두껍긴했지만 바삭하고 좋았어요,"['먹느라', '정신', '없어서', '사진', '이', '없네요', 'ㅋㅋㅋ', '양도', '많고', '맛있습니다', '튀김', '옷', '이', '두껍긴', '했지만', '바삭', '하고', '좋았어요']","[('먹느라', 'Verb'), ('정신', 'Noun'), ('없어서', 'Adjective'), ('사진', 'Noun'), ('이', 'Josa'), ('없네요', 'Adjective'), ('ㅋㅋㅋ', 'KoreanParticle'), ('양도', 'Noun'), ('많고', 'Adjective'), ('맛있습니다', 'Adjective'), ('튀김', 'Noun'), ('옷', 'Noun'), ('이', 'Josa'), ('두껍긴', 'Adjective'), ('했지만', 'Verb'), ('바삭', 'Noun'), ('하고', 'Josa'), ('좋았어요', 'Adjective')]","['정신', '사진', '양도', '튀김', '옷', '바삭']",,,",먹느라,했지만",",없어서,없네요,많고,맛있습니다,두껍긴,좋았어요"
2021년 12월 06일,당수동,코리엔탈깻잎두마리치킨-율천점,14**님,"두마리 2가지맛 선택/1(치킨선택1(슈프림 양념),치킨선택2(간장))",포장 정말 정갈하게 오구요~ 깻잎을 다음에는 추가해서 먹어야겠어요! 깻잎을 좋아해서 항상 집에 사두는데 한묶음 같이 풀어서 더 추가해서 먹었어요 ㅎㅎㅎ 너무너무너무 맛있었습니다아❤️,5,5,5,https://rev-static.yogiyo.co.kr/151a86def67e20809fd4af72a6c6fa9c_tn.jpg,사장님 답글이 없어요 ,포장 정말 정갈하게 오구요 깻잎을 다음에는 추가해서 먹어야겠어요 깻잎을 좋아해서 항상 집에 사두는데 한묶음 같이 풀어서 더 추가해서 먹었어요 ㅎㅎㅎ 너무너무너무 맛있었습니다아,"['포장', '정말', '정갈하게', '오구', '요', '깻잎', '을', '다음', '에는', '추가', '해서', '먹어야겠어요', '깻잎', '을', '좋아해서', '항상', '집', '에', '사두', '는', '데', '한', '묶음', '같이', '풀어서', '더', '추가', '해서', '먹었어요', 'ㅎㅎㅎ', '너무', '너무', '너무', '맛있었습니다', '아']","[('포장', 'Noun'), ('정말', 'Noun'), ('정갈하게', 'Adjective'), ('오구', 'Noun'), ('요', 'Josa'), ('깻잎', 'Noun'), ('을', 'Josa'), ('다음', 'Noun'), ('에는', 'Josa'), ('추가', 'Noun'), ('해서', 'Verb'), ('먹어야겠어요', 'Verb'), ('깻잎', 'Noun'), ('을', 'Josa'), ('좋아해서', 'Adjective'), ('항상', 'Noun'), ('집', 'Noun'), ('에', 'Josa'), ('사두', 'Noun'), ('는', 'Josa'), ('데', 'Noun'), ('한', 'Determiner'), ('묶음', 'Noun'), ('같이', 'Adverb'), ('풀어서', 'Verb'), ('더', 'Noun'), ('추가', 'Noun'), ('해서', 'Verb'), ('먹었어요', 'Verb'), ('ㅎㅎㅎ', 'KoreanParticle'), ('너무', 'Adverb'), ('너무', 'Adverb'), ('너무', 'Adverb'), ('맛있었습니다', 'Adjective'), ('아', 'Josa')]","['포장', '정말', '오구', '깻잎', '다음', '추가', '깻잎', '항상', '집', '사두', '데', '묶음', '더', '추가']",",같이,너무,너무,너무",,",해서,먹어야겠어요,풀어서,해서,먹었어요",",정갈하게,좋아해서,맛있었습니다"
2021년 12월 05일,당수동,코리엔탈깻잎두마리치킨-율천점,su**님,한마리 1가지맛 선택（뼈）/1(치킨선택1(눈꽃허니버터)),맛있고 양도 많고 따뜻해서 좋아요,5,5,5,https://rev-static.yogiyo.co.kr/31d2528a38e67c8bf6bc230706dc315c_tn.jpg,사장님 답글이 없어요 ,맛있고 양도 많고 따뜻해서 좋아요,"['맛있고', '양도', '많고', '따뜻해서', '좋아요']","[('맛있고', 'Adjective'), ('양도', 'Noun'), ('많고', 'Adjective'), ('따뜻해서', 'Adjective'), ('좋아요', 'Adjective')]",['양도'],,,,",맛있고,많고,따뜻해서,좋아요"
2021년 12월 05일,당수동,코리엔탈깻잎두마리치킨-율천점,ey**님,"두마리 2가지맛 선택/1(치킨선택1(마늘간장),치킨선택2(（인기）양념))",배불러요오오오어 ㅎㅎㅎ,4,5,5,https://rev-static.yogiyo.co.kr/5036b93dd221cd18f04b20da1086e4f2_tn.jpg,사장님 답글이 없어요 ,배불러요오오오어 ㅎㅎㅎ,"['배불러요', '오오오', '어', 'ㅎㅎㅎ']","[('배불러요', 'Adjective'), ('오오오', 'Noun'), ('어', 'Suffix'), ('ㅎㅎㅎ', 'KoreanParticle')]",['오오오'],,,,",배불러요"
2021년 12월 05일,당수동,코리엔탈깻잎두마리치킨-율천점,an**님,"[ NEW ] '로제퀸'치킨 두마리 세트/1(치킨선택1(마늘간장)),펩시콜라 1.25L/1",푸짐하고 맛있어요.로제소스도 듬뿍이라 좋아요,5,5,0,https://rev-static.yogiyo.co.kr/ba5b88410466dcf9399446850bb368fc_tn.jpg,사장님 답글이 없어요 ,푸짐하고 맛있어요로제소스도 듬뿍이라 좋아요,"['푸', '짐', '하고', '맛있어', '요로', '제', '소스', '도', '듬뿍', '이라', '좋아요']","[('푸', 'Verb'), ('짐', 'Noun'), ('하고', 'Josa'), ('맛있어', 'Adjective'), ('요로', 'Noun'), ('제', 'Modifier'), ('소스', 'Noun'), ('도', 'Josa'), ('듬뿍', 'Noun'), ('이라', 'Josa'), ('좋아요', 'Adjective')]","['짐', '요로', '소스', '듬뿍']",,,",푸",",맛있어,좋아요"
2021년 12월 05일,당수동,코리엔탈깻잎두마리치킨-율천점,ko**님,"두마리 2가지맛 선택/1(치킨선택1(（NEW）치즈킹치킨),치킨선택2(（추천）눈꽃스윗치즈))",닭에서 살고기에서 특유의 이상한 냄새가 나요. 약간 화학냄새인지 중국 향신료 냄새 같은??,1,1,0,https://github.com/kuick1kim/01colap/raw/main/csv/no-image-found-360x250-1.png,사장님 답글이 없어요 ,닭에서 살고기에서 특유의 이상한 냄새가 나요 약간 화학냄새인지 중국 향신료 냄새 같은,"['닭', '에서', '살', '고기', '에서', '특유', '의', '이상한', '냄새', '가', '나요', '약간', '화학', '냄새', '인지', '중국', '향신료', '냄새', '같은']","[('닭', 'Noun'), ('에서', 'Josa'), ('살', 'Noun'), ('고기', 'Noun'), ('에서', 'Josa'), ('특유', 'Noun'), ('의', 'Josa'), ('이상한', 'Adjective'), ('냄새', 'Noun'), ('가', 'Josa'), ('나요', 'Eomi'), ('약간', 'Noun'), ('화학', 'Noun'), ('냄새', 'Noun'), ('인지', 'Josa'), ('중국', 'Noun'), ('향신료', 'Noun'), ('냄새', 'Noun'), ('같은', 'Adjective')]","['닭', '살', '고기', '특유', '냄새', '약간', '화학', '냄새', '중국', '향신료', '냄새']",,,,",이상한,같은"
2021년 12월 05일,당수동,코리엔탈깻잎두마리치킨-율천점,ki**님,"두마리 2가지맛 선택/1(치킨선택1(슈프림 양념),치킨선택2(치킨탕수육))",배달빠르고 맛있게 잘 먹었어요,5,5,5,https://github.com/kuick1kim/01colap/raw/main/csv/no-image-found-360x250-1.png,사장님 답글이 없어요 ,배달빠르고 맛있게 잘 먹었어요,"['배달', '빠르고', '맛있게', '잘', '먹었어요']","[('배달', 'Noun'), ('빠르고', 'Adjective'), ('맛있게', 'Adjective'), ('잘', 'Verb'), ('먹었어요', 'Verb')]",['배달'],,,",잘,먹었어요",",빠르고,맛있게"
2021년 12월 04일,당수동,코리엔탈깻잎두마리치킨-율천점,pa**님,"두마리 2가지맛 선택/1(치킨선택1(간장),치킨선택2(치킨탕수육))",치킨탕수육 맛있습니다. 생소한듯 익숙한 맛이라 끝도 없이 들어가요.순살치킨보단 텐터같은 느낌이고 기름이 많지않고 담백해서 더 좋습니다.,5,5,5,https://rev-static.yogiyo.co.kr/1e7252c039a6e4af24912e68f4db7e63_tn.jpg,사장님 답글이 없어요 ,치킨탕수육 맛있습니다 생소한듯 익숙한 맛이라 끝도 없이 들어가요순살치킨보단 텐터같은 느낌이고 기름이 많지않고 담백해서 더 좋습니다,"['치킨', '탕수육', '맛있습니다', '생소한듯', '익숙한', '맛', '이라', '끝', '도', '없이', '들어가', '요순', '살', '치킨', '보단', '텐터같', '은', '느낌', '이고', '기름', '이', '많지', '않고', '담백해서', '더', '좋습니다']","[('치킨', 'Noun'), ('탕수육', 'Noun'), ('맛있습니다', 'Adjective'), ('생소한듯', 'Adjective'), ('익숙한', 'Adjective'), ('맛', 'Noun'), ('이라', 'Josa'), ('끝', 'Noun'), ('도', 'Josa'), ('없이', 'Adverb'), ('들어가', 'Verb'), ('요순', 'Noun'), ('살', 'Noun'), ('치킨', 'Noun'), ('보단', 'Josa'), ('텐터같', 'Noun'), ('은', 'Josa'), ('느낌', 'Noun'), ('이고', 'Josa'), ('기름', 'Noun'), ('이', 'Josa'), ('많지', 'Adjective'), ('않고', 'Verb'), ('담백해서', 'Adjective'), ('더', 'Noun'), ('좋습니다', 'Adjective')]","['치킨', '탕수육', '맛', '끝', '요순', '살', '치킨', '텐터같', '느낌', '기름', '더']",",없이",,",들어가,않고",",맛있습니다,생소한듯,익숙한,많지,담백해서,좋습니다"
2021년 12월 04일,당수동,코리엔탈깻잎두마리치킨-율천점,ju**님,한마리 1가지맛 선택/1(치킨선택1(（인기）양념)),정말 맛있었어요!!,5,5,5,https://rev-static.yogiyo.co.kr/3ff3a3fd1c2e28adcc78efa852aafc4d_tn.jpg,사장님 답글이 없어요 ,정말 맛있었어요,"['정말', '맛있었어요']","[('정말', 'Noun'), ('맛있었어요', 'Adjective')]",['정말'],,,,",맛있었어요"
2021년 12월 03일,당수동,코리엔탈깻잎두마리치킨-율천점,le**님,"두마리 2가지맛 선택/1(치킨선택1(양파크리미치킨),치킨선택2(후레쉬갈릭))",배송 느린건 바쁜 시간이라 그렇다 쳐도 치킨은 차디차게 다 식어서 왔네요,2,4,1,https://github.com/kuick1kim/01colap/raw/main/csv/no-image-found-360x250-1.png,사장님 답글이 없어요 ,배송 느린건 바쁜 시간이라 그렇다 쳐도 치킨은 차디차게 다 식어서 왔네요,"['배송', '느린건', '바쁜', '시간', '이라', '그렇다', '쳐도', '치킨', '은', '차디차게', '다', '식어서', '왔네요']","[('배송', 'Noun'), ('느린건', 'Adjective'), ('바쁜', 'Adjective'), ('시간', 'Noun'), ('이라', 'Josa'), ('그렇다', 'Adjective'), ('쳐도', 'Verb'), ('치킨', 'Noun'), ('은', 'Josa'), ('차디차게', 'Adjective'), ('다', 'Adverb'), ('식어서', 'Verb'), ('왔네요', 'Verb')]","['배송', '시간', '치킨']",",다",,",쳐도,식어서,왔네요",",느린건,바쁜,그렇다,차디차게"
2021년 12월 03일,당수동,코리엔탈깻잎두마리치킨-율천점,th**님,[ NEW ] '로제퀸'치킨 한마리/1(순살／뼈 선택（필수）(순살)),진짜 최악 *콜라도 안오고소스는 뭐이리 차가워서 넣자마자 치킨이 다 눅눅해지고감자튀김 다 식어서 오고 돈만 아깝네요 콜라없다고 전화하자마자 사과가 먼저는 커녕 주문서 확인한다고 하는게 참 장사하는 거 어떻게하는지 보이네요 *,1,1,1,https://github.com/kuick1kim/01colap/raw/main/csv/no-image-found-360x250-1.png,사장님 답글이 없어요 ,진짜 최악 콜라도 안오고소스는 뭐이리 차가워서 넣자마자 치킨이 다 눅눅해지고감자튀김 다 식어서 오고 돈만 아깝네요 콜라없다고 전화하자마자 사과가 먼저는 커녕 주문서 확인한다고 하는게 참 장사하는 거 어떻게하는지 보이네요 ,"['진짜', '최악', '콜라', '도', '안', '오고', '소스', '는', '뭐', '이리', '차가워서', '넣자마자', '치킨', '이', '다', '눅눅해지고', '감자', '튀김', '다', '식어서', '오고', '돈', '만', '아깝네요', '콜라', '없다고', '전화하자마자', '사과', '가', '먼저', '는', '커녕', '주문', '서', '확인', '한다고', '하는게', '참', '장사', '하는', '거', '어떻게', '하는지', '보이네요']","[('진짜', 'Noun'), ('최악', 'Noun'), ('콜라', 'Noun'), ('도', 'Josa'), ('안', 'VerbPrefix'), ('오고', 'Verb'), ('소스', 'Noun'), ('는', 'Josa'), ('뭐', 'Noun'), ('이리', 'Adverb'), ('차가워서', 'Adjective'), ('넣자마자', 'Verb'), ('치킨', 'Noun'), ('이', 'Josa'), ('다', 'Adverb'), ('눅눅해지고', 'Adjective'), ('감자', 'Noun'), ('튀김', 'Noun'), ('다', 'Adverb'), ('식어서', 'Verb'), ('오고', 'Verb'), ('돈', 'Noun'), ('만', 'Josa'), ('아깝네요', 'Adjective'), ('콜라', 'Noun'), ('없다고', 'Adjective'), ('전화하자마자', 'Adjective'), ('사과', 'Noun'), ('가', 'Josa'), ('먼저', 'Noun'), ('는', 'Josa'), ('커녕', 'Noun'), ('주문', 'Noun'), ('서', 'Josa'), ('확인', 'Noun'), ('한다고', 'Verb'), ('하는게', 'Verb'), ('참', 'Verb'), ('장사', 'Noun'), ('하는', 'Verb'), ('거', 'Noun'), ('어떻게', 'Adjective'), ('하는지', 'Verb'), ('보이네요', 'Verb')]","['진짜', '최악', '콜라', '소스', '뭐', '치킨', '감자', '튀김', '돈', '콜라', '사과', '먼저', '커녕', '주문', '확인', '장사', '거']",",이리,다,다",,",오고,넣자마자,식어서,오고,한다고,하는게,참,하는,하는지,보이네요",",차가워서,눅눅해지고,아깝네요,없다고,전화하자마자,어떻게"
2021년 12월 03일,당수동,코리엔탈깻잎두마리치킨-율천점,v4**님,"두마리 2가지맛 선택（뼈）/1(치킨선택1(불마왕치킨),치킨선택2(（추천）눈꽃스윗치즈))",주문이 많아 예정보다 많이 늦네요.. 개선이 필요할 것으로 보입니다..,4,3,1,https://github.com/kuick1kim/01colap/raw/main/csv/no-image-found-360x250-1.png,사장님 답글이 없어요 ,주문이 많아 예정보다 많이 늦네요 개선이 필요할 것으로 보입니다,"['주문', '이', '많아', '예정', '보다', '많이', '늦네요', '개선', '이', '필요할', '것', '으로', '보입니다']","[('주문', 'Noun'), ('이', 'Josa'), ('많아', 'Adjective'), ('예정', 'Noun'), ('보다', 'Josa'), ('많이', 'Adverb'), ('늦네요', 'Verb'), ('개선', 'Noun'), ('이', 'Josa'), ('필요할', 'Adjective'), ('것', 'Noun'), ('으로', 'Josa'), ('보입니다', 'Verb')]","['주문', '예정', '개선', '것']",",많이",,",늦네요,보입니다",",많아,필요할"
2021년 12월 03일,당수동,코리엔탈깻잎두마리치킨-율천점,yj**님,[ NEW ] '로제퀸'치킨 두마리 세트/1(치킨선택1(불마왕치킨)),양도 많고 맛있어요,5,5,5,https://github.com/kuick1kim/01colap/raw/main/csv/no-image-found-360x250-1.png,사장님 답글이 없어요 ,양도 많고 맛있어요,"['양도', '많고', '맛있어요']","[('양도', 'Noun'), ('많고', 'Adjective'), ('맛있어요', 'Adjective')]",['양도'],,,,",많고,맛있어요"
2021년 12월 02일,당수동,코리엔탈깻잎두마리치킨-율천점,yu**님,"두마리 2가지맛 선택/1(치킨선택1(눈꽃허니버터),치킨선택2(（BEST）수원 왕갈비치킨),사이드추가(치킨무 추가))",잘먹었습니다. 양도 푸짐하고 맛있네요.,5,5,5,https://rev-static.yogiyo.co.kr/2316ab91488cdc5ac26dc20739a0167a_tn.jpg,사장님 답글이 없어요 ,잘먹었습니다 양도 푸짐하고 맛있네요,"['잘', '먹었습니다', '양도', '푸', '짐', '하고', '맛있네요']","[('잘', 'VerbPrefix'), ('먹었습니다', 'Verb'), ('양도', 'Noun'), ('푸', 'Verb'), ('짐', 'Noun'), ('하고', 'Josa'), ('맛있네요', 'Adjective')]","['양도', '짐']",,,",먹었습니다,푸",",맛있네요"
2021년 12월 01일,당수동,코리엔탈깻잎두마리치킨-율천점,ji**님,"두마리 2가지맛 선택（뼈）/1(치킨선택1(후라이드),치킨선택2(（인기）양념)),소떡소떡（양념맛）/1",맛있게잘먹었어용배달도생각보다빨리왔어용,4,5,5,https://rev-static.yogiyo.co.kr/398102b5a3a67bcd38bc95fec9826156_tn.jpg,사장님 답글이 없어요 ,맛있게잘먹었어용배달도생각보다빨리왔어용,"['맛있게잘', '먹었어용', '배달', '도', '생각', '보다', '빨리', '왔어용']","[('맛있게잘', 'Adjective'), ('먹었어용', 'Verb'), ('배달', 'Noun'), ('도', 'Josa'), ('생각', 'Noun'), ('보다', 'Josa'), ('빨리', 'Adverb'), ('왔어용', 'Verb')]","['배달', '생각']",",빨리",,",먹었어용,왔어용",",맛있게잘"
2021년 12월 01일,당수동,코리엔탈깻잎두마리치킨-율천점,ww**님,"[골드라벨]치즈킹치킨 두마리 세트＋국물떡볶이/1(치킨선택1(（NEW）로제퀸치킨),국물떡볶이선택(국물떡볶이（보통맛）))",신메뉴도 그렇고 전체적으로 맛있었습니다,5,5,5,https://rev-static.yogiyo.co.kr/b03049754f91d9deb5b8629ca9e75092_tn.jpg,사장님 답글이 없어요 ,신메뉴도 그렇고 전체적으로 맛있었습니다,"['신', '메뉴', '도', '그렇고', '전체', '적', '으로', '맛있었습니다']","[('신', 'Modifier'), ('메뉴', 'Noun'), ('도', 'Josa'), ('그렇고', 'Adjective'), ('전체', 'Noun'), ('적', 'Suffix'), ('으로', 'Josa'), ('맛있었습니다', 'Adjective')]","['메뉴', '전체']",,,,",그렇고,맛있었습니다"
2021년 11월 30일,당수동,코리엔탈깻잎두마리치킨-율천점,ki**님,"두마리 2가지맛 선택（뼈）/1(치킨선택1(슈프림 간장),치킨선택2(슈프림 양념))",잘먹었습니다 잘먹었습니다,5,5,5,https://github.com/kuick1kim/01colap/raw/main/csv/no-image-found-360x250-1.png,사장님 답글이 없어요 ,잘먹었습니다 잘먹었습니다,"['잘', '먹었습니다', '잘', '먹었습니다']","[('잘', 'VerbPrefix'), ('먹었습니다', 'Verb'), ('잘', 'VerbPrefix'), ('먹었습니다', 'Verb')]",[],,,",먹었습니다,먹었습니다",
