크롤링시간,지역,가게이름,아이디,몇시간전,주문내용,댓글,맛,양,배달,사장,사진주소
2021년 9월 8일,권선동,교촌치킨-매교점,bl**님,2021년 9월 8일,교촌허니콤보/1,맛있게 잘먹었어요~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/26454a806fff88427e09a1ec4c9ce249_tn.jpg
2021년 9월 8일,권선동,교촌치킨-매교점,lo**님,2021년 9월 8일,교촌레드윙/1,맛잇어요............,5,5,4,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/fa31fc3e96916b55a0619b2c358e7267_tn.jpg
2021년 9월 8일,권선동,교촌치킨-매교점,ro**님,2021년 9월 8일,교촌레허반반순살/1,포장도 깔끔하고 배달도 빨리 와서 아주 맛있게 잘 먹었습니다 감사합니다~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/d9044a0608ea5a4ce31dde0e0d23ca05_tn.jpg
2021년 9월 8일,권선동,교촌치킨-매교점,li**님,2021년 9월 8일,"교촌발사믹치킨/1,교촌레드콤보/1,코카콜라（1.25L）/1",역시 치킨은 교촌치킨이 짱이당,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 8일,권선동,교촌치킨-매교점,ky**님,2021년 9월 8일,교촌반반콤보/1(사이드 메뉴(선택안함)),언제나 맛있네요ㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/371f4a06c25faaeea7299a27570ed6c5_tn.jpg
2021년 9월 7일,권선동,교촌치킨-매교점,s0**님,2021년 9월 7일,교촌레드윙/1(사이드 메뉴(선택안함)),레드윙 맛있어요!!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/3021ca16b1f63505e7265712cf3b51d2_tn.jpg
2021년 9월 6일,권선동,교촌치킨-매교점,ya**님,2021년 9월 6일,교촌오리지날/1(사이드 메뉴(선택안함)),음식은 잘 먹었습니다~ 아이들이 좋아하네요~ 그런데 아쉬운건 제가 픽업(포장)을 요청드렸는데 결재는 배송비 포함으로만 결재가 되서 문의드렸더니 잘 준비해 놓겠다고 하셔서 배송비 변경을 해주시는줄 알았는데 결국 그냥 배송비 포함 결재는 변한게 없고 배달이 아닌 픽업으로 제가 직접 가져갔네요~ 미리 그렇게(픽업도 배달비는 받음) 설명을 주셨다면 다른 방법을 찾아봤을텐데 그게 참 아쉽네요~ 그래도 별점은 그냥 5점 다 드렸어요~ 앞으로는 설명 잘 부탁드리고 번창하세요~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 6일,권선동,교촌치킨-매교점,km**님,2021년 9월 6일,교촌반반콤보/1(사이드 메뉴(선택안함)),항상 잘먹고잇어요~~~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/fa950faae68c82354f6893796c587e76_tn.jpg
2021년 9월 5일,권선동,교촌치킨-매교점,st**님,2021년 9월 5일,교촌허니오리지날/1,정말정말 맛있어요!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/566b96887f15b89947faedb0d5d7ca65_tn.jpg
2021년 9월 5일,권선동,교촌치킨-매교점,s0**님,2021년 9월 5일,"교촌레드오리지날/1,교촌허니콤보/1",맛있게 잘 먹었어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 5일,권선동,교촌치킨-매교점,ju**님,2021년 9월 5일,교촌반반오리지날/1(사이드 메뉴(선택안함)),요청도 잘 들어주시고 감사합니다근데 닭이 조금 식으니 닭냄새가 나네요신경좀 써야 할듯요,1,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ef7926c6a3c908dd44cbeae69e23561e_tn.jpg
2021년 9월 4일,권선동,교촌치킨-매교점,mu**님,2021년 9월 4일,교촌신화오리지날/1(사이드 메뉴(선택안함)),맛나게 잘 먹었습니다,5,5,3,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/c7b3a57d1179219237c8fd2b416e5656_tn.jpg
2021년 9월 4일,권선동,교촌치킨-매교점,ka**님,2021년 9월 4일,교촌콤보/1,으앗 ㅋㅋ 거의 다 먹고 리뷰 생각이 ㅋㅋ배달 요청사항대로 벨 안눌러 주셔서 아가 안깨고 행복한 치킨타임 가졌습니다~~~ 감사합니당,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/52539c890aee26fba4bdae2d16271ce1_tn.jpg
2021년 9월 3일,권선동,교촌치킨-매교점,rj**님,2021년 9월 3일,"교촌허니순살[R]/1,교촌웨지감자/1","맛나요... .....,......",5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/84f79dbbcbffc47a3e7a7ee49cc12e88_tn.jpg
2021년 9월 3일,권선동,교촌치킨-매교점,in**님,2021년 9월 3일,교촌허니콤보/1,교촌허니콤보맛있어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/7d1a0f410297c5b4c6001c012fbda38f_tn.jpg
2021년 9월 3일,권선동,교촌치킨-매교점,yu**님,2021년 9월 3일,교촌허니오리지날/1,맛닛엇어요 ㅇ 금방물릴줄몰랏어오 ㅎ ㄷ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/febb108cce584df7bb11942e696e327f_tn.jpg
2021년 9월 2일,권선동,교촌치킨-매교점,qk**님,2021년 9월 2일,"교촌허니콤보/1,교촌반반콤보/1,교촌무우/2",맛있어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/9c52badb807d4098bc99fdd93ba6cbeb_tn.jpg
2021년 9월 2일,권선동,교촌치킨-매교점,rl**님,2021년 9월 2일,"교촌허니콤보/1(사이드 메뉴(쫀드칸꽈배기（시나몬슈가）),디핑소스 추가(레드디핑소스))",맛있게 잘먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/c7590c89e6ab5a217130402d428b860c_tn.jpg
2021년 8월 31일,권선동,교촌치킨-매교점,ka**님,2021년 8월 31일,교촌콤보/1(사이드 메뉴(선택안함)),항상 믿고 먹는 매교점!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6b855ec41b87f9aa56ab883981853700_tn.jpg
2021년 8월 31일,권선동,교촌치킨-매교점,sh**님,2021년 8월 31일,교촌반반순살[R]/1,순살도 맛있네요~잘먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/63d9deec874eb019015e2af0e12fa159_tn.jpg
2021년 8월 29일,권선동,교촌치킨-매교점,qk**님,2021년 8월 29일,교촌반반순살[R]/1(사이드 메뉴(선택안함)),제가 사진은 잘 못찍었지만.. 정말 맛있게 잘 먹었어요 ^~^ 다음에 또 먹겠습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/fa96b3f41974566d1f6c911b1391be85_tn.jpg
2021년 8월 29일,권선동,교촌치킨-매교점,jj**님,2021년 8월 29일,교촌허니콤보/1,유독 매교점만 튀김옷이 더 바삭하고속살은 더 부드러운거 같아요잘먹었습니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 29일,권선동,교촌치킨-매교점,hy**님,2021년 8월 29일,"교촌오리지날/1,교촌레드콤보/1",역시~치킨은 교촌이예요~맛있게 잘 먹었습니다~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/529799a4391ba8177914e9bd66d939eb_tn.jpg
2021년 8월 27일,권선동,교촌치킨-매교점,   손님,2021년 8월 27일,교촌오리지날/1,기름이 빠지지않어서솔직히너무느끼하네요ㅠ,3,3,3,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 26일,권선동,교촌치킨-매교점,ck**님,2021년 8월 26일,교촌허니콤보/1,완전맛있어요 잘먹었습니다 !!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/68941f0e81013e95cfe1c9f845a7b990_tn.jpg
2021년 8월 26일,권선동,교촌치킨-매교점,ke**님,2021년 8월 26일,교촌허니순살[R]/1(사이드 메뉴(교촌칠리포테이토)),배달예상시간보다 빠르고.맛있어요.맛있어서 먹다가 찍었네요.^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/c0aa7d7cf75a85aba139cb19c44f6b72_tn.jpg
2021년 8월 26일,권선동,교촌치킨-매교점,lo**님,2021년 8월 26일,교촌순살[R]/1,이번은 조금 치킨은  마르고질긴감이 있었어요^^저만 느끼는건지 모르겠지만요어쨋거나 맛은 좋아요,4,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 26일,권선동,교촌치킨-매교점,qo**님,2021년 8월 26일,교촌허니콤보/1(사이드 메뉴(선택안함)),맛있게 잘 먹었어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 25일,권선동,교촌치킨-매교점,il**님,2021년 8월 25일,교촌순살[R]/1,배송도 빠르고 맛은 좀더 덜 짜면 좋겠어요.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 25일,권선동,교촌치킨-매교점,sk**님,2021년 8월 25일,교촌오리지날/1(사이드 메뉴(선택안함)),아이들이 맛있었데요퍽퍽한살도 다먹고 1개도 남기지않을만큼요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 25일,권선동,교촌치킨-매교점,mi**님,2021년 8월 25일,교촌윙/1,오랜만에 시켜 먹은 치킨.역시 치킨은 교촌이네요. 온 가족이 맛나게 먹었어요. 먹는거에 정신없어서 사진 찍는걸 깜빡했네요.맛나요! 맛나~~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/d5eb6edfd1646bfde67da4d3cba46edd_tn.jpg
2021년 8월 25일,권선동,교촌치킨-매교점,du**님,2021년 8월 25일,교촌콤보/1,교촌 치킨 너무 맛있어~~울 꼬멩이 몸무게는 줄지가 않네요 ㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/35f8f66720f527f0e51f9834744cdcdd_tn.jpg
2021년 8월 25일,권선동,교촌치킨-매교점,js**님,2021년 8월 25일,"교촌순살[S]（간장）/1,쫀드칸꽈배기（시나몬슈가）/1,발사믹크림디핑소스/1,레드디핑소스/1",맛있게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/9048f1d6ce7ca74519a55086735a18fd_tn.jpg
2021년 8월 24일,권선동,교촌치킨-매교점,nk**님,2021년 8월 24일,교촌오리지날/1(사이드 메뉴(선택안함)),항상 잘시켜먹고 있네요~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/f2390a3501b947b7ec283728ce02d0c8_tn.jpg
2021년 8월 24일,권선동,교촌치킨-매교점,ph**님,2021년 8월 24일,"교촌콤보/1(사이드 메뉴(선택안함)),교촌웨지감자/1",교촌은 항상 매교에서만 시켜먹는거 같네요.진짜 맛있었어요~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/719a84c6f1ce488834c6c96d4e31aa85_tn.jpg
2021년 8월 23일,권선동,교촌치킨-매교점,ch**님,2021년 8월 23일,교촌허니콤보/1(사이드 메뉴(쫀드칸꽈배기（콘치즈）)),다른집보다 양도많구 배달도 금방왔어요어떤집은 작은 봉만 넣어주는데 여긴 큼지막한 다리 줘서 너무좋아요~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6416002bcab719b53cc4c5c1deb20f61_tn.jpg
2021년 8월 23일,권선동,교촌치킨-매교점,be**님,2021년 8월 23일,교촌반반콤보/1,젓가락 요청했는대 안주셔서.... 손으로...,4,4,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 23일,권선동,교촌치킨-매교점,db**님,2021년 8월 23일,"교촌리얼후라이드순살/1,교촌신화순살/1",후라이드가 정말 고소해서 그런지 맛있었습니당~~^^,4,4,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/4a4851c12cbcfdcf752c180b2b1849ab_tn.jpg
2021년 8월 23일,권선동,교촌치킨-매교점,dk**님,2021년 8월 23일,교촌허니콤보/1,ㄹㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 23일,권선동,교촌치킨-매교점,ke**님,2021년 8월 23일,"교촌허니순살[R]/1(사이드 메뉴(교촌칠리포테이토)),쫀드칸꽈배기（시나몬슈가）/1,칩카사바/1",칩카사바:꼬북칩 양념과 흡사.식감은 포테토칩.궁금해서 시켜봤어요.ㅎ꽈배기는 작은듯하지만.찹쌀처럼 쫀득한 식감.배달시간50분걸렸고.스티커로 잘 밀봉되어있어서 좋았어요.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/7a666dbf78d2b3df107b0779120cbb1e_tn.jpg
2021년 8월 23일,권선동,교촌치킨-매교점,lj**님,2021년 8월 23일,교촌리얼후라이드/1(사이드 메뉴(교촌레드순살[S])),다릉대랑틀리게 고기량이 만아요앞으로쭉 시켜먹을께요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 22일,권선동,교촌치킨-매교점,19**님,2021년 8월 22일,교촌허니콤보/1,ㅅㅇㄷyfxiijcivuvi,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 21일,권선동,교촌치킨-매교점,s0**님,2021년 8월 21일,"교촌레드오리지날/1,교촌허니콤보/1",역시 배신하지 않는 맛이네요.👍,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 21일,권선동,교촌치킨-매교점,dr**님,2021년 8월 21일,교촌허니순살[R]/1,잘먹었습니다.맛도좋고 서비스로 콜라도 주시고 잘먹었습니다.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/27fda074ec44626109682832ae14ffc1_tn.jpg
2021년 8월 21일,권선동,교촌치킨-매교점,do**님,2021년 8월 21일,교촌시그니처순살세트/1,타브랜드와 동시 주문했는데 배송도 빠르고 튀김도 바삭거리고비교되어 만족도가 더 높았던것 같음다만 오리지널  간장맛이 넘짜서 별하나 뺌,4,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 20일,권선동,교촌치킨-매교점,lo**님,2021년 8월 20일,"교촌시그니처세트/1(사이드 메뉴(선택안함),디핑소스 추가(교촌무우)),교촌웨지감자/1,생맥주（1000cc）/1",배달은많이느렸지만 맛은있었어요,5,5,1,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/d6b70e483fa520446df004f095b55a34_tn.jpg
2021년 8월 20일,권선동,교촌치킨-매교점,on**님,2021년 8월 20일,교촌반반오리지날/1,역시 맛있습니다👍👍 믿고 먹는 교촌오리지날 반반! 점마다 조금씩 맛 다른데 매교점으로 정착요⭐,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/44e20f6c6f99da337bdd04e62b07478d_tn.jpg
2021년 8월 20일,권선동,교촌치킨-매교점,13**님,2021년 8월 20일,"교촌레드윙/1(사이드 메뉴(쫀드칸꽈배기（콘치즈）)),교촌퐁듀치즈볼/1",와!꽈배기랑 치즈볼은 쪼온득바삭 완전내취향 교촌은 어쩜 치킨을 이렇게 바삭하게 만들수있을까 양념이 묻어있으면 시간지나면 눅눅해질텐데 얘는. 그래두 바삭이남아있음 중독되는맛. 강추에요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/d29e5398cd65129991bf7c519ac53e74_tn.jpg
2021년 8월 20일,권선동,교촌치킨-매교점,nk**님,2021년 8월 20일,교촌허니콤보/1(사이드 메뉴(선택안함)),빨리 배달해주시네요~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/98e76d36ebc08beb996d631aebb67304_tn.jpg
2021년 8월 20일,권선동,교촌치킨-매교점,rn**님,2021년 8월 20일,"교촌오리지날/1,교촌레드오리지날/1,교촌허니콤보/1",맛있어서 자주 시켜먹어요,5,5,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 19일,권선동,교촌치킨-매교점,ju**님,2021년 8월 19일,교촌레드콤보/1(사이드 메뉴(쫀드칸꽈배기（시나몬슈가）)),다른 매장 더 가깝고 배달료도 저렴하지만 매교지점교촌을고집하는 이유!! 체인점마다 미묘하게 맛이 조금씩 다른데 매교지점교촌이 인계에서는 가장 맛있어요! #식후감,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/56c1759bd802533c597bd8e5fa654915_tn.jpg
2021년 8월 19일,권선동,교촌치킨-매교점,lu**님,2021년 8월 19일,교촌살살치킨/1,바삭한 순살 치킨에 3종류의 소스를 더하니 어찌 주문하지 않을 수 있겠습니까.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/50c12d0b9c243faae9547286b07c0813_tn.jpg
2021년 8월 18일,권선동,교촌치킨-매교점,op**님,2021년 8월 18일,교촌반반콤보/1,1시간 30분만에 배달와서  현관문 열고 받으려하니 반대쪽 손에도 배달이 또 들려있음.이것은 내꺼 배달바로안하고 다른콜 또 기다렸다 근처배달  한번에 했단 얘기지요내 치킨 다 식음,4,4,2,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 17일,권선동,교촌치킨-매교점,or**님,2021년 8월 17일,"교촌순살[R]/1,교촌허니순살[R]/1,교촌궁중닭갈비볶음밥（간장맛）/1,쫀드칸꽈배기（시나몬슈가）/1",오늘도 맛나게 잘 먹었습니다 ! 넷이서 먹었는데도 양이 많아서 든든하게 잘 먹었어요 !! 👍,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/98117c4054ab050a75b3672a3260857d_tn.jpg
2021년 8월 17일,권선동,교촌치킨-매교점,je**님,2021년 8월 17일,"교촌반반오리지날/1,교촌웨지감자/1",교촌 추천~~~~~~~~~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 16일,권선동,교촌치킨-매교점,ai**님,2021년 8월 16일,교촌레드콤보/1(사이드 메뉴(선택안함)),맛잇습니다 역시 교촌,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 16일,권선동,교촌치킨-매교점,lt**님,2021년 8월 16일,"교촌허니콤보/1(디핑소스 추가(교촌무우)),생맥주（1000cc）/1",존맛탱이에요 역시 교촌은 허니콤보죠!!!👍금방 다 먹어보려서 사진은 못 찍었어요ㅠㅠㅠ허니콤보 이제 여기서만 시켜먹으려구요😉허니 양념도 많고 좋았어요!!,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 16일,권선동,교촌치킨-매교점,eo**님,2021년 8월 16일,"교촌반반오리지날/1,교촌웨지감자/1",맛있어요. 늘 반반오리지널.. 굿,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/b9a62b893b3126bd8c8b9b3b750b6a13_tn.jpg
2021년 8월 15일,권선동,교촌치킨-매교점,sh**님,2021년 8월 15일,교촌시그니처순살세트/1,큰아이가 교촌 매니아에요.늘 오리지널만 먹었는데 오늘은 발라먹기 귀찮았는지 순살주문 원해서 시켜줬는데 양이 은근많아 남겼어요.잘 먹었습니다^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/180c767d67ad4847fe09590d8fa74fcf_tn.jpg
2021년 8월 15일,권선동,교촌치킨-매교점,tp**님,2021년 8월 15일,"교촌반반콤보/1,코카콜라（1.25L）/1",너무너무 맛있어요 !!,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 15일,권선동,교촌치킨-매교점,wl**님,2021년 8월 15일,"교촌레허반반순살/1(디핑소스 추가(교촌무우,교촌잠발라야소스))",맛잇엇어요!! 배달도 예상도착시간보다 빨리왓습니다!!ㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/aa5cc9317ed4b80876794602ad28e29b_tn.jpg
2021년 8월 15일,권선동,교촌치킨-매교점,13**님,2021년 8월 15일,교촌반반윙/1,주말이여서 배달이 .많이 밀렸나봐요 좀기다렸지만 치킨은 너무바삭하고.맛있었어요 굿굿,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/dabe954c9a1f7d6602b1338c904c26f1_tn.jpg
2021년 8월 15일,권선동,교촌치킨-매교점,my**님,2021년 8월 15일,교촌순살[R]/1,조금 짜긴 한데 바삭바삭 맛있어요.맥주랑 먹음 딱이겠어요.,4,4,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/a7df3c8ae5d5c32e90ebdae4a22658fe_tn.jpg
2021년 8월 15일,권선동,교촌치킨-매교점,ch**님,2021년 8월 15일,교촌허니콤보/1(사이드 메뉴(선택안함)),너무 맛있습니다.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/b3440a12a4011bda1c6694066b309e31_tn.jpg
2021년 8월 15일,권선동,교촌치킨-매교점,fo**님,2021년 8월 15일,교촌허니순살[R]/1(사이드 메뉴(교촌칠리포테이토)),아이들은좋아하는데 쫌 짠맛이가 강하네요 원래싱겁게 먹는 스퇄일이라그런지~감튀는 맛있어요 ㅋ,4,4,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 15일,권선동,교촌치킨-매교점,xl**님,2021년 8월 15일,"교촌레드윙/1,칠리포테이토/1,코카콜라（1.25L）/1",맛있어요 먹를수록 땡기는..!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/c5a0df9bc401c6b99774f40a62e8dec5_tn.jpg
2021년 8월 14일,권선동,교촌치킨-매교점,tj**님,2021년 8월 14일,교촌콤보/1(디핑소스 추가(하바네로마요소스)),배달은 예정시간보다 빨리왔어요!! 역시 치킨은 교촌입니다 👍👍 맛있게 먹었어요! ㅎ,5,4,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/d527f40a0ad50a8c71aca46c8667ff55_tn.jpg
2021년 8월 14일,권선동,교촌치킨-매교점,gu**님,2021년 8월 14일,교촌레드스틱/1,"항상 맛있어요, 잘 먹었어요.",5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 14일,권선동,교촌치킨-매교점,fo**님,2021년 8월 14일,교촌반반콤보/1,맛잇게 먹엇습니당 ㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/b71529f5ea8f6380273573440a73f86d_tn.jpg
2021년 8월 14일,권선동,교촌치킨-매교점,km**님,2021년 8월 14일,교촌레드윙/1(사이드 메뉴(선택안함)),요청사항은 체크좀 잘부탁드려요/,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/87c934417763b23d7248490e1aaeedfc_tn.jpg
2021년 8월 13일,권선동,교촌치킨-매교점,dl**님,2021년 8월 13일,교촌허니콤보/1,감사합니당 😆^!^ ^;^,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 13일,권선동,교촌치킨-매교점,dl**님,2021년 8월 13일,교촌허니콤보/1,맛은좋은데배달좀만빨리했으면합니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 13일,권선동,교촌치킨-매교점,kr**님,2021년 8월 13일,교촌허니콤보/1,교촌중에도 이.집은 특별함,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 13일,권선동,교촌치킨-매교점,ky**님,2021년 8월 13일,교촌반반콤보/1,맛있어요ㅎㅎ저희집 고양이도 냄새에 환장하네요ㅠ 물론 주지는 않았지만...,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/00b0818d7a60a78e0a9857a0e2252b6d_tn.jpg
2021년 8월 13일,권선동,교촌치킨-매교점,da**님,2021년 8월 13일,교촌허니콤보/1,맛있게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 13일,권선동,교촌치킨-매교점,ro**님,2021년 8월 13일,"교촌리얼후라이드순살/1(사이드 메뉴(교촌허니순살[S],교촌궁중닭갈비볶음밥（간장맛）,교촌칠리포테이토))",크리스피가 떨어진게 아쉽지만 살살도 맛있네요 잘먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/44026aeb2354a8ee21fa1ae75770f12d_tn.jpg
2021년 8월 13일,권선동,교촌치킨-매교점,79**님,2021년 8월 13일,교촌윙/1(사이드 메뉴(선택안함)),잘 먹었습니다😄😄😄,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 12일,권선동,교촌치킨-매교점,cr**님,2021년 8월 12일,교촌반반콤보/1(사이드 메뉴(교촌허니순살[S])),말복날이라 배달시간이 오래 걸리긴 했어요 예상시간에서 조금 더 걸리더라구요교촌이야 맛으론 두 말할 필요 없는곳이고 맛있게 먹었네요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/d854623db93ff60ea4c4f3e02c2cb4e8_tn.jpg
2021년 8월 12일,권선동,교촌치킨-매교점,s0**님,2021년 8월 12일,"교촌레드오리지날/1,교촌허니콤보/1",맛있게 잘 먹었어요^^,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 12일,권선동,교촌치킨-매교점,-0**님,2021년 8월 12일,교촌반반오리지날/1(사이드 메뉴(교촌칠리포테이토)),존맛입니다. 리뷰이밴트 서비스 감사함당~~^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/81dd845c33bdff1eeb08db7e5b55b0b0_tn.jpg
2021년 8월 11일,권선동,교촌치킨-매교점,ps**님,2021년 8월 11일,교촌반반콤보/1(사이드 메뉴(교촌닭갈비볶음밥（매운맛）)),맛있어요 정말 맛있게  먹을께요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 11일,권선동,교촌치킨-매교점,du**님,2021년 8월 11일,"교촌콤보/1,교촌웨지감자/1",오늘도 역시 교촌콤보~~짱  맛있어요^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/deda33e93a9b29760d38d5e575cb960d_tn.jpg
2021년 8월 10일,권선동,교촌치킨-매교점,lo**님,2021년 8월 10일,교촌순살[R]/1,넘 맛나게  깨끗 깨끗  먹었어욤^^~~또 또 시킬께용,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 10일,권선동,교촌치킨-매교점,sh**님,2021년 8월 10일,"교촌오리지날/1(사이드 메뉴(교촌닭갈비볶음밥（매운맛）,교촌궁중닭갈비볶음밥（간장맛）))",치킨은 워낙 맛있는거 알고있고 교촌치킨 아들들이 너무나 좋아해서 고민없이 주문했지만 한마리론 부족해서 볶음밥 추가주문해봤어요.볶음밥은 첨인데 너무 맛있게 먹었어요.교촌맛을 아는사람이라면 알것같은그맛ㅎ잘먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/fc3a7e49b40cb08b547de0041c86c49b_tn.jpg
2021년 8월 8일,권선동,교촌치킨-매교점,hy**님,2021년 8월 8일,"교촌레드콤보/1,교촌허니콤보/1",언제 먹어도 교촌은 정말 맛있어요~먹어도 먹어도 질리지않는 치킨이예요.요청드린대로 양념도 찐하게 해주셔서 맛나게 잘 먹었습니다~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/686214877bde00d94bcfd0be900f3dec_tn.jpg
2021년 8월 7일,권선동,교촌치킨-매교점,wo**님,2021년 8월 7일,교촌발사믹치킨/1,매교점 발사믹 치킨 맛있어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
