크롤링시간,지역,가게이름,아이디,몇시간전,주문내용,댓글,맛,양,배달,사장,사진주소
2021년 6월 16일,권선동,코리엔탈깻잎두마리치킨-권선점,co**님,2021년 6월 16일,한마리 1가지맛 선택/1(치킨선택1(후라이드)),맛있어요 맥주랑 찰떡,4,4,5,고객님 감사합니다치킨에 맥주가 진리이죠맛있게 드셔주셔서 감사합니다고객님 한분한분께 정성을 다하겠습니다문의사항이 있을경우 요청란에 기재해주시면최대한 반영해드릴께요습하고 더운날씨에 열심히 사느라 수고많으셨어요항상 건강하세요,이미지는 없어요
2021년 6월 15일,권선동,코리엔탈깻잎두마리치킨-권선점,ya**님,2021년 6월 15일,"두마리 2가지맛 선택/1(치킨선택1(슈프림 양념),치킨선택2(（인기）양념))",와 양도 많네요 너무 배부르게 먹었습니다 다음에도 꼭 또 시켜 먹겠습니다~!!,5,5,5,고객님 감사합니다다음에 또찾아주실땐 더 맛있게 배달해드리겠습니다맛있게 드셔주셔서 감사합니다고객님 한분한분께 정성을 다하겠습니다문의사항이 있을경우 요청란에 기재해주시면최대한 반영해드릴께요습하고 더운날씨에 열심히 사느라 수고많으셨어요항상 건강하세요,https://rev-static.yogiyo.co.kr/28cfa91565d2102a200392b6aaefb3fb_tn.jpg
2021년 6월 15일,권선동,코리엔탈깻잎두마리치킨-권선점,gh**님,2021년 6월 15일,"두마리 3가지맛 선택/1(치킨선택1(후라이드),치킨선택2(양파크리미치킨),치킨선택3(（추천）눈꽃스윗치즈))",ㅎㅎㅎㅎ세가지맛 먹을수잇어서 넘 조앗습니당 치즈볼도 맛잇엇어요!,5,5,5,고객님 감사합니다혹시 양파크리미에 양파가 두껍지않으셨나요친척들이랑 치킨튀겨서 집에서 먹는데 양파가 두꺼워서손님들이 안좋아하겠다 하시더라구요맛있게 드셔주셔서 감사합니다고객님 한분한분께 정성을 다하겠습니다문의사항이 있을경우 요청란에 기재해주시면최대한 반영해드릴께요습하고 더운날씨에 열심히 사느라 수고많으셨어요항상 건강하세요,https://rev-static.yogiyo.co.kr/b393d5961b762f5e293f6e5ad2a29670_tn.jpg
2021년 6월 15일,권선동,코리엔탈깻잎두마리치킨-권선점,ki**님,2021년 6월 15일,"두마리 2가지맛 선택/1(치킨선택1(（NEW）치즈킹치킨),치킨선택2(핫스파이스),음료추가(음료 1.25L 변경))",배달도 빠르고 축구보면서 맛있게 잘먹었습니다!,5,5,5,고객님 감사합니다저도 치킨 튀기면서 축구 시청했네요축구볼땐 역시 치맥이 진리죠맛있게 드셔주셔서 감사합니다고객님 한분한분께 정성을 다하겠습니다문의사항이 있을경우 요청란에 기재해주시면최대한 반영해드릴께요습하고 더운날씨에 열심히 사느라 수고많으셨어요항상 건강하세요,https://rev-static.yogiyo.co.kr/765715e4a8beca459b06ece39fe0263b_tn.jpg
2021년 6월 15일,권선동,코리엔탈깻잎두마리치킨-권선점,rk**님,2021년 6월 15일,"두마리 2가지맛 선택/1(치킨선택1(후라이드),치킨선택2(（BEST）수원 왕갈비치킨),사이드추가(허니버터콘너겟 8개),음료추가(음료 1.25L 변경))",정말 맛있게 먹었습니다,5,5,5,고객님 감사합니다맛있게 드셔주셔서 감사합니다고객님 한분한분께 정성을 다하겠습니다문의사항이 있을경우 요청란에 기재해주시면최대한 반영해드릴께요습하고 더운날씨에 열심히 사느라 수고많으셨어요항상 건강하세요,https://rev-static.yogiyo.co.kr/b5c3451a2cc41b2e0a6dd184eb6a44c9_tn.jpg
2021년 6월 15일,권선동,코리엔탈깻잎두마리치킨-권선점,ch**님,2021년 6월 15일,"두마리 2가지맛 선택/1(치킨선택1(후라이드),치킨선택2(칠리))",잘 먹었습니다 👍,5,5,5,고객님 감사합니다맛있게 드셔주셔서 감사합니다고객님 한분한분께 정성을 다하겠습니다문의사항이 있을경우 요청란에 기재해주시면최대한 반영해드릴께요습하고 더운날씨에 열심히 사느라 수고많으셨어요항상 건강하세요,https://rev-static.yogiyo.co.kr/78492ac3b326e929eebd7af4b7b3b328_tn.jpg
2021년 6월 15일,권선동,코리엔탈깻잎두마리치킨-권선점,df**님,2021년 6월 15일,"두마리 2가지맛 선택/1(치킨선택1(（BEST）수원 왕갈비치킨),치킨선택2(（인기）양념)),치킨무 추가/1,김말이 4개/1",이보다 좋을수 읍다 ㅎ,5,5,5,고객님 감사합니다이보다 좋은 리뷰는 없습니다맛있게 드셔주셔서 감사합니다고객님 한분한분께 정성을 다하겠습니다문의사항이 있을경우 요청란에 기재해주시면최대한 반영해드릴께요습하고 더운날씨에 열심히 사느라 수고많으셨어요항상 건강하세요,https://rev-static.yogiyo.co.kr/678387e63d778f1feeca9f84b10f6c11_tn.jpg
2021년 6월 14일,권선동,코리엔탈깻잎두마리치킨-권선점,90**님,2021년 6월 14일,"두마리 2가지맛 선택/1(치킨선택1(불마왕치킨),치킨선택2(（BEST）수원 왕갈비치킨))",정말 맛있어서 자주 시켜먹습니다!,5,5,5,고객님 감사합니다닉네임 기억하고 메모해두었다가 서비스하나 보내드릴께요맛있게 드셔주셔서 감사합니다고객님 한분한분께 정성을 다하겠습니다문의사항이 있을경우 요청란에 기재해주시면최대한 반영해드릴께요습하고 더운날씨에 열심히 사느라 수고많으셨어요항상 건강하세요,이미지는 없어요
2021년 6월 12일,권선동,코리엔탈깻잎두마리치킨-권선점,ks**님,2021년 6월 12일,"두마리 3가지맛 선택/1(치킨선택1(파닭 양념),치킨선택2(후레쉬갈릭),치킨선택3(파닭 후라이드),음료추가(음료 1.25L 변경))",좋아하는 맛으로 골랐어요. 오늘은 감튀가 완전 바삭하고 맛있었어요. 배달도 예상보다 빨리와서 따뜻하고 맛있게 잘 먹었어요.,5,5,5,고객님 감사합니다파와함께 먹는 치킨을 선호하시네요그날그날 직접 농수산물시장에서 사다가 소분하고있습니다안심하고 드셔도됩니다맛있게 드셔주셔서 감사합니다고객님 한분한분께 정성을 다하겠습니다문의사항이 있을경우 요청란에 기재해주시면최대한 반영해드릴께요습하고 더운날씨에 열심히 사느라 수고많으셨어요항상 건강하세요,https://rev-static.yogiyo.co.kr/de16d4ebb02e606c92aa5de8a406ac62_tn.jpg
2021년 6월 11일,권선동,코리엔탈깻잎두마리치킨-권선점,hy**님,2021년 6월 11일,"두마리 2가지맛 선택/1(치킨선택1(후라이드),치킨선택2(（인기）양념))",리뷰 쓴다고 하고 이제 쓰네요 양도 많고 맛있게 먹고 먹는 시간동안 즐거운 시간이었어요.,5,5,5,고객님 감사합니다즐거운시간 여러치킨 업체중에 저희치킨 픽해주셔서 감사합니다리뷰야 나중에 쓰더라도 맛있게 드시면돼쥬맛있게 드셔주셔서 감사합니다고객님 한분한분께 정성을 다하겠습니다문의사항이 있을경우 요청란에 기재해주시면최대한 반영해드릴께요습하고 더운날씨에 열심히 사느라 수고많으셨어요항상 건강하세요,https://rev-static.yogiyo.co.kr/d030326aec1103bde899b704a8e92284_tn.jpg
2021년 6월 10일,권선동,코리엔탈깻잎두마리치킨-권선점,ls**님,2021년 6월 10일,"두마리 3가지맛 선택/1(치킨선택1(후라이드),치킨선택2(간장),치킨선택3(（인기）양념),음료추가(음료 1.25L 변경))",맛있어용~~~~~~~,5,5,5,고객님 감사합니다기본에 충실한 메뉴 선택이시네요역시 후라이드 간장 양념은 진리죠맛있게 드셔주셔서 감사합니다고객님 한분한분께 정성을 다하겠습니다문의사항이 있을경우 요청란에 기재해주시면최대한 반영해드릴께요습하고 더운날씨에 열심히 사느라 수고많으셨어요항상 건강하세요,https://rev-static.yogiyo.co.kr/23a84494668158e0485bf5c435aaef2d_tn.jpg
2021년 6월 9일,권선동,코리엔탈깻잎두마리치킨-권선점,ki**님,2021년 6월 9일,"두마리 2가지맛 선택/1(치킨선택1(（BEST）수원 왕갈비치킨),치킨선택2(양파크리미치킨))",배달도 빠르고 맛있게 잘먹었습니다!다음에 또 주문할게요,5,5,5,고객님 감사합니다배달이 늦지않아 다행입니다맛있게 드셔주셔서 감사합니다고객님 한분한분께 정성을 다하겠습니다문의사항이 있을경우 요청란에 기재해주시면최대한 반영해드릴께요습하고 더운날씨에 열심히 사느라 수고많으셨어요항상 건강하세요,https://rev-static.yogiyo.co.kr/9be332619307a1f4d817a4f2fda3289d_tn.jpg
2021년 6월 9일,권선동,코리엔탈깻잎두마리치킨-권선점,cl**님,2021년 6월 9일,"두마리 2가지맛 선택/1(치킨선택1(후라이드),치킨선택2(슈프림 양념))",배달도빠르고 맛있어요~,5,4,5,고객님 감사합니다배달이 늦지않아서 저또한 기쁩니다양이 살짝아쉬웠나봅니다최대한 드리고있는데제가 일할땐 한두개 더 넣어드리는건 안비밀맛있게 드셔주셔서 감사합니다고객님 한분한분께 정성을 다하겠습니다문의사항이 있을경우 요청란에 기재해주시면최대한 반영해드릴께요습하고 더운날씨에 열심히 사느라 수고많으셨어요항상 건강하세요,https://rev-static.yogiyo.co.kr/8a0fd0fa40e97975d6915828647433e4_tn.jpg
2021년 6월 9일,권선동,코리엔탈깻잎두마리치킨-권선점,ls**님,2021년 6월 9일,"[블랙라벨]로제퀸치킨 두마리 세트/1(치킨선택1(후라이드),음료추가(음료 1.25L 변경))",처음 먹었는데 맛있어용 치즈볼도 맛있게 먹엇습니당,5,5,5,고객님 감사합니다첫주문에 만족드릴수있어 다행입니다저희가게는 본메뉴도 맛있지만 서비스로 나가는치즈볼도 한 인기합니다맛있게 드셔주셔서 감사합니다고객님 한분한분께 정성을 다하겠습니다문의사항이 있을경우 요청란에 기재해주시면최대한 반영해드릴께요습하고 더운날씨에 열심히 사느라 수고많으셨어요항상 건강하세요,https://rev-static.yogiyo.co.kr/a70a20e273a98e4d8e88ef687962bb7e_tn.jpg
2021년 6월 9일,권선동,코리엔탈깻잎두마리치킨-권선점,kd**님,2021년 6월 9일,"두마리 3가지맛 선택/1(치킨선택1(（인기）양념),치킨선택2(고추쏘핫),치킨선택3(（추천）눈꽃스윗치즈),사이드추가(깻잎 추가))",내일부터 다이어트 시작 할꺼에요!!,5,5,5,고객님 감사합니다다이어트는 내일부터죠맛있게 드시면 칼로리 아시죠다이어트하시다 치팅데이때 한번 불러주셔요맛있게 드셔주셔서 감사합니다고객님 한분한분께 정성을 다하겠습니다문의사항이 있을경우 요청란에 기재해주시면최대한 반영해드릴께요습하고 더운날씨에 열심히 사느라 수고많으셨어요항상 건강하세요,https://rev-static.yogiyo.co.kr/593bbfbd3138a4839aa17f4363bc4e30_tn.jpg
2021년 6월 9일,권선동,코리엔탈깻잎두마리치킨-권선점,ju**님,2021년 6월 9일,"두마리 3가지맛 선택/1(치킨선택1(슈프림 불마왕치킨),치킨선택2(（추천）눈꽃스윗치즈),치킨선택3(（NEW）로제퀸치킨),사이드추가(치킨무 추가,깻잎 추가))",양도 많고 맛있게 잘먹었어요 처음시키는건데 여러가지맛이라 고민하다 시켰는데 세가지다 맛있어요~ 다음번엔 다른맛도 먹어보고 싶네요,5,5,5,고객님 감사합니다첫주문에 만족드릴수있어 다행입니다주문에 일가견이 있으시네요매운 불마왕과 눈꽃치즈는 좋은 선택이세요거기다 요즘 핫한 로제까지맛있게 드셔주셔서 감사합니다고객님 한분한분께 정성을 다하겠습니다문의사항이 있을경우 요청란에 기재해주시면 최대한 반영해드릴께요습하고 더운날씨에 열심히 사느라 수고많으셨어요항상 건강하세요,이미지는 없어요
2021년 6월 8일,권선동,코리엔탈깻잎두마리치킨-권선점,ho**님,2021년 6월 8일,"두마리 2가지맛 선택/1(치킨선택1(후라이드),치킨선택2(치킨탕수육),음료추가(음료 1.25L 변경))",단골이예요~맛나요~^^*,5,5,5,우리 단골 고객님 감사합니다맛있게드셨다니 행복합니다담백하고 바삭한 후라이드파 이시군요치킨의 본연의 맛을 아는 고객님은 역시 미식가맛있게 드셔주셔서 감사합니다음식에대한문의가 있을경우 요청란이나 전화로 얘기해주세요최대한 만족드릴수있게 체크해보내겠습니다요즘같이 후덥지근한 날씨에 짜증도 나고 입맛도없어지고무기력해진 마음을 맛있는음식으로라도 대접해드리겠습니다항상 정성을다하겠습니다맛있게 드시고 건강하세요,이미지는 없어요
2021년 6월 7일,권선동,코리엔탈깻잎두마리치킨-권선점,sp**님,2021년 6월 7일,"두마리 3가지맛 선택/1(치킨선택1(후라이드),치킨선택2(간장),치킨선택3(（BEST）수원 왕갈비치킨))",여기는 후라이드가 최고랍니다대만족입니다 난 후라이파   넌 양념파,5,5,5,고객님 감사합니다저도 후라이드파입니당우린 한편따로소스인 양파크리미 까르보나라 등 찍어드셔도 괜찮습니다음식에대한문의가 있을경우 요청란이나 전화로 얘기해주세요최대한 만족드릴수있게 체크해보내겠습니다요즘같이 후덥지근한 날씨에 짜증도 나고 입맛도없어지고무기력해진 마음을 맛있는음식으로라도 대접해드리겠습니다항상 정성을다하겠습니다맛있게 드시고 건강하세요,https://rev-static.yogiyo.co.kr/9abd01feed49e22c688ec5fc98842a71_tn.jpg
2021년 6월 6일,권선동,코리엔탈깻잎두마리치킨-권선점,bo**님,2021년 6월 6일,"두마리 3가지맛 선택/1(치킨선택1(후라이드),치킨선택2(（NEW）로제퀸치킨),치킨선택3(후라이드),사이드추가(소떡소떡（스윗치즈맛）))",양 진짜 많고 맛있어요,5,5,5,고객님 감사합니다만족해주시니 기쁩니다다음주문시 더맛있게 배달하겠습니다음식에대한문의가 있을경우 요청란이나 전화로 얘기해주세요최대한 만족드릴수있게 체크해보내겠습니다요즘같이 후덥지근한 날씨에 짜증도 나고 입맛도없어지고무기력해진 마음을 맛있는음식으로라도 대접해드리겠습니다항상 정성을다하겠습니다맛있게 드시고 건강하세요,이미지는 없어요
2021년 6월 6일,권선동,코리엔탈깻잎두마리치킨-권선점,ne**님,2021년 6월 6일,"두마리 3가지맛 선택/1(치킨선택1(（NEW）로제퀸치킨),치킨선택2(간장),치킨선택3(고추쏘핫),음료추가(음료 1.25L 변경))",세명이서 먹어도 배부를 정도 입니다ㅎㅎ로제퀸 치킨은 진리입니다.,5,5,5,고객님 감사합니다넉넉히 맛있게 드셨다니 기쁩니다로제퀸이 호불호가 좀 있는데 호 라 다행입니다음식에대한문의가 있을경우 요청란이나 전화로 얘기해주세요최대한 만족드릴수있게 체크해보내겠습니다요즘같이 후덥지근한 날씨에 짜증도 나고 입맛도없어지고무기력해진 마음을 맛있는음식으로라도 대접해드리겠습니다항상 정성을다하겠습니다맛있게 드시고 건강하세요,https://rev-static.yogiyo.co.kr/9ebc1e6e9fe045b30e3b8c8de783fbf2_tn.jpg
2021년 6월 5일,권선동,코리엔탈깻잎두마리치킨-권선점,ri**님,2021년 6월 5일,"한마리 1가지맛 선택/1(치킨선택1(（인기）양념),음료(스프라이트 500ml))",잘 받고 잘 먹었습니다.수고 하세요.,5,5,5,고객님 감사합니다한결같은 리뷰 중독됩니다음식에대한문의가 있을경우 요청란이나 전화로 얘기해주세요최대한 만족드릴수있게 체크해보내겠습니다요즘같이 후덥지근한 날씨에 짜증도 나고 입맛도없어지고무기력해진 마음을 맛있는음식으로라도 대접해드리겠습니다항상 정성을다하겠습니다맛있게 드시고 건강하세요,https://rev-static.yogiyo.co.kr/1e10e91d357b8904f9f0dcbfc4761893_tn.jpg
2021년 6월 4일,권선동,코리엔탈깻잎두마리치킨-권선점,11**님,2021년 6월 4일,"두마리 3가지맛 선택/1(치킨선택1(（NEW）로제퀸치킨),치킨선택2(후라이드),치킨선택3(（NEW）치즈킹치킨))",이번에 새로 메뉴가 나와서 시켜봤는데 너무 맛있어서 만족스러웠습니다! 그리고 치즈볼도 너무 맛있어요!,5,5,5,고객님 감사합니다신메뉴가 입맛에 맞았다니 다행입니다음식에대한문의가 있을경우 요청란이나 전화로 얘기해주세요최대한 만족드릴수있게 체크해보내겠습니다요즘같이 후덥지근한 날씨에 짜증도 나고 입맛도없어지고무기력해진 마음을 맛있는음식으로라도 대접해드리겠습니다항상 정성을다하겠습니다맛있게 드시고 건강하세요,https://rev-static.yogiyo.co.kr/8ba0666bf40694cb35ee2a2cf2a34e5c_tn.jpg
2021년 6월 3일,권선동,코리엔탈깻잎두마리치킨-권선점,nk**님,2021년 6월 3일,황금지단치킨 두마리 세트/1(치킨선택2(슈프림 양념)),가성비는 좋아요 맛도 괜찮고근데 황금지단 싸게 팔길래 먹어봤는데 생각보다 별로! 양념이 안어울리는듯,5,5,5,고객님 감사합니다황금지단 메뉴가 입맛에 안맞으셨나보네요ㅜㅜ혹시 고추마요소스와 함께드셨는지요황금지단세트와 고추마요소스가 세트입니다그랬는데도 입맛이안맞으면  다음주문시엔 다른소스 메뉴들도 있으니한번 드셔보세요음식에대한문의가 있을경우 요청란이나 전화로 얘기해주세요최대한 만족드릴수있게 체크해보내겠습니다요즘같이 후덥지근한 날씨에 짜증도 나고 입맛도없어지고무기력해진 마음을 맛있는음식으로라도 대접해드리겠습니다항상 정성을다하겠습니다맛있게 드시고 건강하세요,이미지는 없어요
2021년 6월 3일,권선동,코리엔탈깻잎두마리치킨-권선점,kd**님,2021년 6월 3일,"두마리 3가지맛 선택/1(치킨선택1(슈프림 양념),치킨선택2(고추쏘핫),치킨선택3(（추천）눈꽃스윗치즈))",사장님 때문에 살찌고있어요 책임지세요...,5,5,5,고객님 감사합니다ㅎㅎㅎ 맛있게 드셨다구요 책임 져야죠다음주문시 더많이 드려야죠복스럽게 먹는 사람은 복이들어와요맛있게 드셔주셔서 감사합니다음식에대한문의가 있을경우 요청란이나 전화로 얘기해주세요최대한 만족드릴수있게 체크해보내겠습니다요즘같이 후덥지근한 날씨에 짜증도 나고 입맛도없어지고무기력해진 마음을 맛있는음식으로라도 대접해드리겠습니다항상 정성을다하겠습니다맛있게 드시고 건강하세요,이미지는 없어요
2021년 6월 3일,권선동,코리엔탈깻잎두마리치킨-권선점,ne**님,2021년 6월 3일,"두마리 2가지맛 선택/1(치킨선택1(핫스파이스),치킨선택2(（NEW）로제퀸치킨)),카스 병맥주/1","양도 많고, 로제퀸이 꽤 맛있었습니다.다음에도 또 먹을게요!",5,5,5,고객님 감사합니다로제퀸 조금짜진않으셨나요입맛에 맞으셨다니 다행입니다다음주문시에도 맛있고 넉넉히 배달해드리겠습니다음식에대한문의가 있을경우 요청란이나 전화로 얘기해주세요최대한 만족드릴수있게 체크해보내겠습니다요즘같이 후덥지근한 날씨에 짜증도 나고 입맛도없어지고무기력해진 마음을  맛있는음식으로라도 대접해드리겠습니다항상 정성을다하겠습니다맛있게 드시고 건강하세요,https://rev-static.yogiyo.co.kr/3e8fee6903cfdbc1d590adafeebdfb09_tn.jpg
2021년 6월 2일,권선동,코리엔탈깻잎두마리치킨-권선점,al**님,2021년 6월 2일,황금지단치킨 두마리 세트/1(치킨선택2(（추천）눈꽃스윗치즈)),너무맛있어요 사진을 깜빡햇네요.굿,5,5,5,고객님 감사합니다사진이없어도 맛있게 드셨으면 됩니다맛있게 드셔주셔서 감사합니다치킨을 만드는데 있어 위생과 깨끗한기름 약속드립니다정량을 지켜 치킨맛도 항상 일정하게 해서보내드릴께요맛있게드시고 건강하세요,이미지는 없어요
2021년 6월 1일,권선동,코리엔탈깻잎두마리치킨-권선점,sp**님,2021년 6월 1일,"두마리 3가지맛 선택/1(치킨선택1(후라이드),치킨선택2(까르보나라),치킨선택3(후라이드))",👍후라이드 겉바속촉❤   까르보❤언제나 너무 맛있어 오,5,5,5,고객님 감사합니다소스와 치킨이 함께 버무려져있는 메뉴는 가는동안 눅눅해질수있어저희치킨 아시는분들중 바삭한 치킨맛을선호하는고객님 같은 경우에 따로소스를 많이드시지요맛있게 드셔주셔서 감사합니다치킨을 만드는데 있어 위생과 깨끗한기름 약속드립니다정량을 지켜 치킨맛도 항상 일정하게 해서보내드릴께요맛있게드시고 건강하세요,https://rev-static.yogiyo.co.kr/35b55f7ed820c0e49cd83be1c7cdc260_tn.jpg
2021년 6월 1일,권선동,코리엔탈깻잎두마리치킨-권선점,zx**님,2021년 6월 1일,"세마리 3가지맛 선택/1(치킨선택1(후라이드),치킨선택2(（NEW）치즈킹치킨),치킨선택3(불마왕치킨),음료추가(음료 1.25L 변경))",치즈킹빼곤 다 맛있네요 ㅎㅎ 잘 먹었습니다!!,5,5,5,고객님 감사합니다치즈킹이 입맛에 안맞으셨나봅니다저도 사실 몇개 먹으면 조금 느끼해서 가끔 먹고 싶을땐마리 가지 맛에 맛만 볼때 포장해가곤합니다그래두 맛있게 드셔주셔서 감사합니다치킨을 만드는데 있어 위생과 깨끗한기름 약속드립니다정량을 지켜 치킨맛도 항상 일정하게 해서보내드릴께요맛있게드시고 건강하세요,https://rev-static.yogiyo.co.kr/6a5f6d73786e87f8326e0ec99adb61b2_tn.jpg
2021년 6월 1일,권선동,코리엔탈깻잎두마리치킨-권선점,91**님,2021년 6월 1일,"두마리 3가지맛 선택/1(치킨선택1(슈프림 양념),치킨선택2(간장),치킨선택3(양파크리미치킨))",맛있어용~감사합니당~,5,5,5,저도 감사합니다맛있게 드셔주셔서 감사합니다치킨을 만드는데 있어 위생과 깨끗한기름 약속드립니다정량을 지켜 치킨맛도 항상 일정하게 해서보내드릴께요맛있게드시고 건강하세요,이미지는 없어요
2021년 6월 1일,권선동,코리엔탈깻잎두마리치킨-권선점,kd**님,2021년 6월 1일,"두마리 3가지맛 선택/1(치킨선택1(（인기）양념),치킨선택2(고추쏘핫),치킨선택3(（추천）눈꽃스윗치즈))",존맛 항상잘먹고있어용,5,5,5,고객님 항상 감사합니다고추쏘핫에 눈꽃 스윗치즈 제가 제일좋아하는 궁합입니다자주 찾아주시고 맛있게 드셔주시니 너무행복합니다맛있게 드셔주셔서 감사합니다치킨을 만드는데 있어 위생과 깨끗한기름 약속드립니다정량을 지켜 치킨맛도 항상 일정하게 해서보내드릴께요맛있게드시고 건강하세요,이미지는 없어요
2021년 6월 1일,권선동,코리엔탈깻잎두마리치킨-권선점,kg**님,2021년 6월 1일,"[블랙라벨]로제퀸치킨 두마리 세트＋국물떡볶이/1(치킨선택1(（추천）눈꽃스윗치즈),국물떡볶이선택(국물떡볶이（보통맛）))",맛있어요! 로제는 생각보다 짠맛이 강했습니다,5,5,5,고객님 감사합니다로제소스가 좀짠편이어서 조금줄일까하다가소스양을 줄이면 괜히 미안해서 줄이지못하고 넉넉히넣게됬네요 요청하는 로제소스가짜요ㅎ 한마디만 넣어주시면시정하겠습니다맛있게 드셔주셔서 감사합니다치킨을 만드는데 있어 위생과 깨끗한기름 약속드립니다정량을 지켜 치킨맛도 항상 일정하게 해서보내드릴께요맛있게드시고 건강하세요,https://rev-static.yogiyo.co.kr/c0f2c2b2f70b0a7a36d45c4d55470b5f_tn.jpg
2021년 5월 29일,권선동,코리엔탈깻잎두마리치킨-권선점,lc**님,2021년 5월 29일,"[레드라벨]불마왕치킨 두마리 세트/1(치킨선택1(후라이드),음료추가(음료 1.25L 변경))",항상 잘먹고 있습니다,5,5,5,고객님 항상 감사합니다맛있게 드셔주셔서 감사합니다치킨을 만드는데 있어 위생과 깨끗한기름 약속드립니다정량을 지켜 치킨맛도 항상 일정하게 해서보내드릴께요맛있게드시고 건강하세요,https://rev-static.yogiyo.co.kr/0cd064d653d234144af9dd9aeb13fb97_tn.jpg
2021년 5월 29일,권선동,코리엔탈깻잎두마리치킨-권선점,1r**님,2021년 5월 29일,"두마리 3가지맛 선택/1(치킨선택1(슈프림 수원 왕갈비치킨),치킨선택2(눈꽃허니버터),치킨선택3(슈프림 칠리),음료추가(음료 1.25L 변경))","눈꽃 허니버터,왕갈비 역시~👍슈프림 칠리는, 너무 매울까봐 슈프림 했는데ㅎㅎ그냥 칠리 골랐어도 괜찮았을듯^^*",5,5,5,고객님 감사합니다처음주문이신가요 칠리는 아이들도 맛있게 먹을수있는달달하고 약간 새콤한  맛입니다 그래도 다른 두가지는 입맛에 맞게고르셔서 다행입니다다른종류의 치킨 소스들도 있으니 치킨드시고 싶을때 애용해주세요맛있게 드셔주셔서 감사합니다치킨을 만드는데 있어 위생과 깨끗한기름 약속드립니다정량을 지켜 치킨맛도 항상 일정하게 해서보내드릴께요맛있게드시고 건강하세요,이미지는 없어요
2021년 5월 29일,권선동,코리엔탈깻잎두마리치킨-권선점,ya**님,2021년 5월 29일,한마리 1가지맛 선택/1(치킨선택1(후라이드)),맛있어요 ~~~~~,5,5,5,  고객님 감사합니다맛있게 드셔주셔서 기쁩니다치킨을 만드는데 있어 위생과 깨끗한기름 약속드립니다정량을 지켜 치킨맛도 항상 일정하게 해서보내드릴께요맛있게드시고 건강하세요,https://rev-static.yogiyo.co.kr/f1c153a8fc36db48af23a18ad880a760_tn.jpg
2021년 5월 29일,권선동,코리엔탈깻잎두마리치킨-권선점,po**님,2021년 5월 29일,[골드라벨]치즈킹치킨 두마리 세트＋치즈볼5개/1(치킨선택1(슈프림 양념)),맛있어요 튀김옷이 커서 그런가 양이 많아 보이지만 실제로는 그렇게 많은 편은 아닌 것 같아요 그렇지만 맛있어서 몇 번씩 시켜 먹습니다,5,4,5,고객님 감사합니다저희가 초창기 장사할때보다 정육량을 정도 더늘렸습니다뼈닭이 아니고 순살이라 저도 먹으면서 양이 아쉬울 때가 있습니다많이 드리고 싶은 마음은 굴뚝같으나 저희도 조금남기고 많이 팔아야 남는박리다매다보니많이는 못드리지만 그래도 하나씩이라도더넣어드리려 하겠습니다 한국인의 정을 조금더 드리겠습니다맛있게 드셔주셔서 감사합니다치킨을 만드는데 있어 위생과 깨끗한기름 약속드립니다정량을 지켜 치킨맛도 항상 일정하게 해서보내드릴께요맛있게드시고 건강하세요,https://rev-static.yogiyo.co.kr/3d18c84a296ce9ea3a8ffd655a6cb545_tn.jpg
2021년 5월 28일,권선동,코리엔탈깻잎두마리치킨-권선점,tr**님,2021년 5월 28일,"두마리 3가지맛 선택/1(치킨선택1(후라이드),치킨선택2(불마왕치킨),치킨선택3(고추쏘핫))",생각보다 맵지 않고 맛있게 먹었어요,5,4,4,고객님 감사합니다불마왕에 고추쏘핫까지맵지않으시다고이건 본사에 건의할 문제네요더매운 메뉴 출시해달라구욬ㅋㅋ대단하십니다정말로요맛있게 드셔주셔서 감사합니다치킨을 만드는데 있어 위생과 깨끗한기름 약속드립니다정량을 지켜 치킨맛도 항상 일정하게 해서보내드릴께요맛있게드시고 건강하세요,이미지는 없어요
2021년 5월 28일,권선동,코리엔탈깻잎두마리치킨-권선점,rh**님,2021년 5월 28일,"두마리 2가지맛 선택/1(치킨선택1(슈프림 수원 왕갈비치킨),치킨선택2(슈프림 불마왕치킨),음료추가(음료 1.25L 변경))",콜라 미스는 그렇다고 할 수 있고 다음번에 챙겨주신다고 했는데 양념치킨도 슈프림양념이 누락되어 왔어요... 다음번에는 잘 주시리라 믿습니다,5,5,3,고객님 죄송합니다콜라에 슈프림까지정말 죄송합니다빌지에 빨간선그어 가며 챙기는데 두가지 나 누락되어있어서부끄럽습니다바쁜 시간이라도 꼼꼼히 체크해 보내겠습니다위로가 되진않겠지만 저도 메모해놓겠지만 다음주문시 요청란에써주시면 서비스와 함께 보내드리겠습니다맛있는 음식 기다리신 고객님께 정말 송구스럽습니다,이미지는 없어요
2021년 5월 28일,권선동,코리엔탈깻잎두마리치킨-권선점,lo**님,2021년 5월 28일,"두마리 3가지맛 선택/1(치킨선택1(후라이드),치킨선택2(（인기）양념),치킨선택3(간장),음료추가(음료 1.25L 변경))",맛잇어요~~리뷰이벤트로 받은것두 잘먹엇어요ㅎ,5,5,5,고객님 감사합니다맛있게 드셔주셔서 기쁩니다리뷰이벤트는 한번 두번 여러번 적어주셔도 드리니많이 애용해주세요맛있게 드셔주셔서 감사합니다치킨을 만드는데 있어 위생과 깨끗한기름 약속드립니다정량을 지켜 치킨맛도 항상 일정하게 해서보내드릴께요맛있게드시고 건강하세요,https://rev-static.yogiyo.co.kr/8be4f34cc302111da16ac6398d325fc1_tn.jpg
